,Date,Company Name,Ticker,Sector,Price ($),Size (M),1,2,3,Rank,Turnover,Gain
139,Apr 22,KnowBe4 Inc.,KNBE,Technology,16.0,9.0,MS,GS,BAML,,65.3%,50.9%
140,Apr 23,Treace Medical Concepts Inc.,TMCI,Health-Care,17.0,11.0,JPM,MS,,,45.5%,50.2%
141,Apr 23,Rain Therapeutics Inc.,RAIN,Health-Care,17.0,7.0,GS,CITI,PS,,60.1%,-7.1%
142,Apr 23,Latham Group Inc.,SWIM,Capital-Goods,19.0,20.0,BRCL,BAML,MS,,40.7%,43.4%
143,Apr 23,Impel NeuroPharma Inc.,IMPL,Health-Care,15.0,5.0,COWN,GGNH,,,56.2%,0%
144,Apr 23,Agiliti Inc.,AGTI,Health-Care,14.0,26.0,CITI,JEFF,UBS,,32.9%,17.1%
145,Apr 28,FTC Solar Inc.,FTCI,Technology,13.0,19.0,BRCL,BAML,CS,,44.5%,9.7%
146,Apr 29,Privia Health Group Inc.,PRVA,Health-Care,23.0,19.0,GS,JPM,CS,,51.8%,51.1%
147,Apr 29,Endeavor Group Holdings Inc.,EDR,Consumer-Services,24.0,21.0,MS,GS,JPM,,74.9%,5%
148,Apr 29,Aveanna Healthcare Holdings Inc.,AVAH,Health-Care,12.0,38.0,BRCL,JPM,BMO,,31.7%,-3.9%
149,Apr 30,Werewolf Therapeutics Inc.,HOWL,Health-Care,16.0,7.0,JEFF,SVB,EVCR,,45.8%,0.6%
150,Apr 30,Vaccitech plc,VACC,Health-Care,17.0,6.0,MS,JEFF,BRCL,,53.8%,-17.1%
151,Apr 30,Red Cat Holdings Inc.,RCAT,Technology,4.0,4.0,TEq,,,,23%,1%
152,Apr 30,ION Acquisition Corp 3 Ltd.,IACC,Finance,10.0,22.0,MS,GS,,,20.6%,0%
153,May 5,The Honest Company Inc.,HNST,Consumer-Non-Durables,16.0,25.0,MS,JPM,JEFF,,58.1%,43.8%
154,May 5,Five Star Bancorp,FSBC,Finance,20.0,5.0,KBW,,,,41.7%,21.3%
155,May 6,Valneva SE,VALN,Health-Care,26.4,3.0,GS,JEFF,GGNH,,16.2%,7.3%
156,May 7,Waterdrop Inc.,WDH,Finance,12.0,30.0,GS,MS,BAML,,33.3%,-19.2%
157,May 7,Talaris Therapeutics Inc.,TALS,Health-Care,17.0,8.0,MS,SVB,EVCR,,33.4%,-4.4%
158,May 7,Onion Global Limited,OG,Consumer-Non-Durables,7.3,9.0,,,,,26%,-3.4%
159,May 7,Bowman Consulting Group Ltd.,BWMN,Capital-Goods,14.0,3.0,DAVD,,,,66.8%,0%
160,May 7,Anebulo Pharmaceuticals Inc.,ANEB,Health-Care,7.0,3.0,BNCH,,,,43.8%,1.4%
161,May 11,Flora Growth Corp.,FLGC,Health-Care,5.0,3.0,BOTD,,,,109.3%,-4.2%
162,May 12,SimilarWeb Ltd.,SMWB,Technology,22.0,8.0,JPM,CITI,BRCL,,70.8%,-0.6%
163,May 12,iPower Inc.,IPW,Consumer-Durables,5.0,3.0,DAVD,ROTH,TB,,114.5%,14.8%
164,May 12,Global-E Online Ltd.,GLBE,Technology,25.0,15.0,GS,MS,JEFF,,69.7%,2%
165,May 14,Vera Therapeutics Inc.,VERA,Health-Care,11.0,4.0,JEFF,COWN,EVCR,,14.8%,4.5%
166,May 19,Squarespace Inc.,SQSP,Technology,50.0,40.0,RAYJ,JMPS,KEYB,,13.5%,-12.7%
167,May 20,Procore Technologies Inc.,PCOR,Technology,67.0,9.0,GS,JPM,BRCL,,92.1%,31.3%
168,May 20,Oatly Group AB,OTLY,Consumer-Services,17.0,84.0,MS,JPM,CS,,51.2%,18.8%
169,May 25,Fifth Wall Acquisition Corp. III,FWAC,Finance,10.0,25.0,DB,GS,BAML,,18.6%,0%
170,May 26,ZipRecruiter Inc.,ZIP,Technology,20.0,86.0,GS,JPM,,,19.2%,5.5%
171,May 26,Paymentus Holdings Inc.,PAY,Miscellaneous,21.0,10.0,GS,JPM,BAML,,55.1%,36.2%
172,May 26,Flywire Corporation,FLYW,Miscellaneous,24.0,10.0,GS,JPM,CITI,,73.9%,46.3%
173,May 26,,,,10.0,20.0,JPM,,,,9.6%,-0.2%
174,May 27,Singular Genomics Systems Inc.,OMIC,Health-Care,22.0,10.0,JPM,GS,BAML,,46.6%,16.9%
175,May 27,FIGS Inc.,FIGS,Consumer-Services,22.0,26.0,GS,MS,BRCL,,49.5%,36.5%
176,May 27,Day One Biopharmaceuticals Holding Company LLC,DAWN,Health-Care,16.0,10.0,JPM,COWN,PS,,19.6%,61.8%
177,May 28,Centessa Pharmaceuticals plc,CNTA,Health-Care,20.0,16.0,MS,GS,,,23.2%,8.8%
178,Jun 3,DLocal Limited,DLO,Technology,21.0,29.0,JPM,GS,CITI,,0%,-100%
179,Jun 8,,,,11.5,3.0,MS,CS,CITI,,57.5%,47.7%
180,Jun 9,Marqeta Inc.,MQ,Technology,27.0,45.0,GS,JPM,,,64.8%,13%
181,Jun 10,Zeta Global Holdings Corp.,ZETA,Technology,10.0,21.0,GS,JPM,,,49.1%,-11.1%
182,Jun 10,monday.com Ltd.,MNDY,Technology,155.0,3.0,GS,JPM,JEFF,,64.3%,15.4%
183,Jun 10,LifeStance Health Group Inc.,LFST,Health-Care,18.0,40.0,MS,GS,JPM,,41%,21.7%
184,Jun 10,1stdibs.com Inc.,DIBS,Consumer-Services,20.0,5.0,BAML,BRCL,ALLN,,94.5%,42.5%
185,Jun 11,TaskUs Inc.,TASK,Technology,23.0,13.0,GS,JPM,BAML,,56.1%,35.2%
186,Jun 11,Kanzhun Ltd.,BZ,Technology,19.0,48.0,GS,MS,UBS,,34.8%,95.8%
187,Jun 11,Janux Therapeutics Inc.,JANX,Health-Care,17.0,11.0,BAML,COWN,EVCR,,20.9%,47.9%
188,Jun 15,Alzamend Neuro Inc.,ALZN,Health-Care,5.0,2.0,SPRT,,,,20.4%,101.8%
189,Jun 16,WalkMe Ltd.,WKME,Technology,31.0,9.0,MS,GS,CITI,,10%,-7.2%
190,Jun 16,MOLECULAR PARTNERS AG,MOLN,Health-Care,21.3,3.0,JPM,SVB,COWN,,26.7%,-7%
191,Jun 16,Convey Holding Parent Inc.,CNVY,Consumer-Services,14.0,13.0,BAML,GS,JPM,,7.3%,-9.7%
192,Jun 17,Verve Therapeutics Inc.,VERV,Health-Care,19.0,14.0,JPM,GGNH,WB,,29.8%,68%
193,Jun 17,Lyell Immunopharma Inc.,LYEL,Health-Care,17.0,25.0,GS,BAML,,,17.6%,-0.6%
194,Jun 17,iSpecimen Inc.,ISPC,Health-Care,8.0,2.0,TEq,,,,85%,-10.6%
195,Jun 17,Angel Oak Mortgage Inc.,AOMR,Finance,19.0,8.0,WLFG,BAML,MS,,18.4%,-1.8%
196,Jun 18,Tremor International Ltd.,TRMR,Technology,19.0,6.0,RBC,Stifel,JMPS,,45.2%,-9.3%
197,Jun 18,Femasys Inc.,FEMY,Health-Care,13.0,2.0,CHRD,JT,,,46.4%,-2.5%
198,Jun 18,Cyteir Therapeutics Inc.,CYT,Health-Care,18.0,7.0,JPM,MS,BAML,,22.5%,-6.1%
199,Jun 18,Codex DNA Inc.,DNAY,Health-Care,0.0,6.0,JEFF,COWN,KEYB,,55.6%,0%
200,Jun 18,Century Therapeutics Inc.,IPSC,Health-Care,20.0,10.0,JPM,BAML,SVB,,23%,14.2%
201,Jun 18,ATAI Life Sciences B.V.,ATA,Health-Care,15.0,15.0,CS,CITI,COWN,,58.5%,29.7%
202,Jun 18,Ambrx Biopharma Inc.,AMAM,Health-Care,18.0,7.0,GS,BAML,COWN,,21.4%,-5.3%
203,Jun 18,AiHuiShou International Co. Ltd.,RERE,Consumer-Services,14.0,16.0,GS,BAML,CRNS,,35.6%,22.9%
204,Jun 22,Full Truck Alliance Co. Ltd.,YMM,Technology,19.0,82.0,MS,CICC,GS,,44.8%,13.2%
205,Jun 23,Sprinklr Inc.,CXM,Technology,16.0,16.0,MS,JPM,CITI,,97.3%,10%
206,Jun 23,First Advantage Corp.,FA,Miscellaneous,15.0,25.0,BRCL,BAML,JPM,,33.3%,31.3%
207,Jun 23,Coliseum Acquisition Corp.,MITAU,Finance,10.0,15.0,Stifel,,,,16%,-1%
208,Jun 24,Monte Rosa Therapeutics Inc.,GLUE,Health-Care,19.0,11.0,JPM,COWN,PS,,33.4%,11.5%
209,Jun 24,Miromatrix Medical Inc.,MIRO,Health-Care,9.0,4.0,CHLM,,,,74.1%,69.3%
210,Jun 24,GROVE INC.,GRVI,Consumer-Services,5.0,2.0,KCM,,,,259.9%,12%
211,Jun 24,Doximity Inc.,DOCS,Technology,26.0,23.0,MS,GS,JPM,,21.4%,115.3%
212,Jun 24,Confluent Inc.,CFLT,Technology,36.0,23.0,MS,JPM,GS,,52.2%,25.1%
213,Jun 24,Bright Health Group Inc.,BHG,Health-Care,18.0,51.0,JPM,GS,MS,,25.3%,-7.6%
214,Jun 24,Bon Natural Life Limited,BON,Capital-Goods,5.0,2.0,NWBR,TB,,,244.6%,44%
215,Jun 25,Mister Car Wash Inc.,MCW,Consumer Services,15.0,37.0,BAML,MS,GS,,46.4%,35.3%
216,Jun 25,Missfresh Limited,MF,Consumer-Services,13.0,21.0,JPM,CITI,CICC,,0%,-15.4%
217,Jun 25,Graphite Bio Inc.,GRPH,Health-Care,17.0,14.0,MS,BAML,COWN,,27.9%,8.8%
218,Jun 25,GH Research PLC,GHRS,Health-Care,16.0,10.0,COWN,Stifel,,,16.5%,20.3%
219,Jun 25,Elevation Oncology Inc.,ELEV,Health-Care,16.0,6.0,JPM,COWN,SVB,,35.7%,-28.5%
220,Jun 25,Alpha Teknova Inc.,TKNO,Health-Care,16.0,6.0,COWN,WB,,,59.6%,56.3%
221,Jun 25,Acurx Pharmaceuticals LLC,ACXP,Health-Care,6.0,2.0,AXND,NONE,,,567.2%,31.5%
222,Jun 29,,,,10.0,25.0,CITI,GS,UBS,,4.7%,-0.9%
223,Jun 29,Dingdong (Cayman) Limited,DDL,Consumer-Services,23.5,3.0,MS,BAML,CS,,66.8%,0.1%
224,Jun 30,Xometry Inc.,XMTR,Miscellaneous,44.0,6.0,GS,JPM,UBS,,67.1%,98.6%
225,Jun 30,Social Capital Suvretta Holdings Corp. IV,DNAD,Finance,10.0,22.0,MS,,,,17.3%,1%
226,Jun 30,Social Capital Suvretta Holdings Corp. III,DNAC,Finance,10.0,22.0,MS,,,,12.8%,1.1%
227,Jun 30,Social Capital Suvretta Holdings Corp. II,DNAB,Finance,10.0,22.0,MS,,,,17.8%,1.2%
228,Jun 30,Social Capital Suvretta Holdings Corp. I,DNAA,Finance,10.0,22.0,MS,,,,17.3%,1.1%
229,Jun 30,SentinelOne Inc.,S,Technology,35.0,35.0,MS,GS,BAML,,58.8%,21.4%
230,Jun 30,Pop Culture Group Co. Ltd,CPOP,Consumer-Services,6.0,6.0,NONE,,,,57.7%,405%
231,Jun 30,LegalZoom.com Inc,LZ,Technology,28.0,19.0,JPM,MS,BRCL,,65.3%,35.2%
232,Jun 30,Integral Ad Science Holding LLC,IAS,Technology,18.0,15.0,MS,JEFF,EVCR,,56.1%,14.3%
233,Jun 30,Intapp Inc.,INTA,Technology,26.0,10.0,JPM,BAML,CS,,47.1%,7.7%
234,Jun 30,,,,14.0,317.0,GS,MS,JPM,,90.9%,1%
235,Jun 30,CVRx Inc.,CVRX,Health-Care,18.0,7.0,JPM,PS,WB,,7.9%,44.8%
236,Jun 30,Clear Secure Inc.,YOU,Technology,31.0,13.0,GS,JPM,WLFG,,68.3%,29%
237,Jun 30,Aerovate Therapeutics Inc.,AVTE,Health-Care,14.0,8.0,JEFF,COWN,EVCR,,13%,63.1%
238,Jul 1,Torrid Holdings Inc.,CURV,Consumer-Non-Durables,21.0,11.0,MS,BAML,GS,,54.2%,15%
239,Jul 1,The Glimpse Group Inc.,VRAR,Technology,7.0,1.0,KCM,,,,442.5%,152.3%
240,Jul 1,Krispy Kreme Inc.,DNUT,Consumer-Non-Durables,17.0,29.0,JPM,MS,BAML,,139.1%,23.5%
241,Jul 1,EverCommerce Inc.,EVCM,Technology,17.0,19.0,GS,JPM,RBC,,53.4%,3.5%
242,Jul 1,Eco Wave Power Global AB,WAVE,Public-Utilities,8.0,1.0,A.G.P.,,,,64.3%,35.6%
243,Jul 1,D-MARKET Electronic Services & Trading (Hepsiburada),HEPS,Consumer-Durables,12.0,56.0,MS,JPM,GS,,24.7%,11.9%
244,Jul 1,Acumen Pharmaceuticals Inc.,ABOS,Health-Care,16.0,10.0,BAML,CS,Stifel,,22.5%,25.6%
245,Jul 2,NYXOAH SA,NYXH,Health-Care,30.0,2.0,PS,Stifel,CNTR,,6.4%,0.4%
246,Jul 8,Moving iMage Technologies Inc.,MITQ,Consumer-Services,3.0,4.0,BOTD,,,,59%,700%
247,Jul 8,AltC Acquisition Corp. (formerly Churchill Capital Corp. VIII),ALCC,Finance,10.0,45.0,CITI,JPM,GS,,33.5%,-0.2%
248,Jul 9,Transcode Therapeutics Inc.,RNAZ,Health-Care,4.0,6.0,TEq,,,,137.1%,32.3%
249,Jul 9,Sentage Holdings Inc.,SNTG,Finance,5.0,4.0,NONE,,,,19.5%,597.8%
250,Jul 13,ARYA Sciences Acquisition Corp V,ARYE,Finance,10.0,13.0,JEFF,GS,,,13.1%,0.5%
251,Jul 15,Sight Sciences Inc.,SGHT,Health-Care,24.0,10.0,MS,BAML,CITI,,58.4%,39.6%
252,Jul 15,Sera Prognostics INC.,SERA,Health-Care,16.0,4.0,CITI,COWN,WB,,70.3%,-25.6%
253,Jul 15,Rapid Micro Biosystems Inc.,RPID,Health-Care,20.0,7.0,JPM,MS,COWN,,46.2%,7%
254,Jul 15,Phillips Edison & Company Inc.,PECO,Finance,28.0,17.0,MS,BAML,JPM,,39.5%,-0.6%
255,Jul 15,Membership Collective Group Inc.,MCG,Consumer-Services,14.0,30.0,JPM,MS,BAML,,28.9%,-9.6%
256,Jul 15,F45 Training Holdings Inc.,FXLV,Consumer-Services,16.0,20.0,GS,JPM,,,47.9%,1.3%
257,Jul 16,TScan Therapeutics Inc.,TCRX,Health-Care,15.0,6.0,MS,JEFF,COWN,,28.9%,-30%
258,Jul 16,Stevanato Group S.p.A.,STVN,Health-Care,21.0,32.0,MS,BAML,JEFF,,39.2%,-6.3%
259,Jul 16,Regencell Bioscience Holdings Limited,RGC,Health-Care,9.5,2.0,MXIM,,,,41.5%,10.5%
260,Jul 16,Imago BioSciences Inc.,IMGO,Health-Care,16.0,8.0,JEFF,COWN,Stifel,,36.2%,1.8%
261,Jul 16,Erasca Inc.,ERAS,Health-Care,16.0,18.0,JPM,MS,BAML,,23.6%,8.9%
262,Jul 16,Bridge Investment Group Holdings Inc.,BRDG,Finance,16.0,18.0,MS,JPM,CITI,,45.2%,-2.2%
263,Jul 16,Blend Labs Inc.,BLND,Technology,18.0,20.0,GS,ALLN,WLFG,,50.6%,16.1%
264,Jul 20,HCW Biologics Inc.,HCWB,Health-Care,8.0,7.0,,,,,46.1%,-21.3%
265,Jul 21,VTEX,VTEX,Technology,19.0,19.0,JPM,GS,MS,,55%,16.7%
266,Jul 21,Twin Vee PowerCats Co.,VEEE,Consumer-Services,7.5,6.0,TEq,,,,194.3%,0%
267,Jul 21,Paycor HCM Inc.,PYCR,Technology,23.0,18.0,GS,JPM,JEFF,,57.3%,13.3%
268,Jul 21,Kaltura Inc.,KLTR,Technology,10.0,15.0,GS,BAML,WLFG,,43.6%,20%
269,Jul 21,CS Disco Inc.,LAW,Technology,32.0,7.0,JPM,BAML,CITI,,70.5%,28.1%
270,Jul 22,Zevia PBC,ZVIA,Consumer-Non-Durables,14.0,10.0,GS,BAML,MS,,43.6%,-2.5%
271,Jul 22,Zenvia Inc.,ZENV,Technology,13.0,11.0,GS,MS,BRDS,,47.2%,-21.5%
272,Jul 22,Ryan Specialty Group Holdings Inc.,RYAN,Finance,23.5,56.0,JPM,BRCL,GS,,27.9%,17%
273,Jul 22,Instructure Holdings Inc.,INST,Technology,20.0,12.0,MS,JPM,CITI,,23.6%,4.9%
274,Jul 22,Couchbase Inc.,BASE,Technology,0.0,,MS,GS,,,0%,0%
275,Jul 22,AbSci Corp.,ABSI,Health-Care,16.0,12.0,JPM,BAML,CS,,20.4%,34.9%
276,Jul 23,Xponential Fitness Inc.,XPOF,Consumer-Services,12.0,10.0,BAML,JEFF,MS,,40.3%,2.1%
277,Jul 23,Sophia Genetics SA.,SOPH,Health-Care,18.0,13.0,JPM,MS,COWN,,19.8%,-6.9%
278,Jul 23,Outbrain Inc.,OB,Technology,20.0,8.0,CITI,JEFF,BRCL,,49.3%,0%
279,Jul 23,Gambling.com Group Limited,GAMB,Consumer-Services,0.0,,JEFF,Stifel,TS,,0%,0%
280,Jul 23,Cytek BioSciences Inc.,CTKB,Health-Care,17.0,16.0,MS,GS,PPRJ,,18.9%,10.4%
281,Jul 23,,,,20.0,34.0,GS,CS,JPM,,29%,18.5%
282,Jul 27,Candel Therapeutics Inc.,CADL,Health-Care,8.0,9.0,JEFF,CS,BMO,,25.3%,-12.5%
283,Jul 28,PowerSchool Holdings Inc.,PWSC,Technology,18.0,39.0,GS,BRCL,CS,,16.7%,-1.3%
284,Jul 28,MeridianLink Inc.,MLNK,Technology,26.0,13.0,BAML,CS,BRCL,,42.7%,-5.4%
285,Jul 28,Duolingo Inc.,DUOL,Technology,102.0,5.0,GS,ALLN,,,56.6%,31.6%
286,Jul 28,DA32 Life Science Tech Acquisition Corp.,DALS,Finance,10.0,20.0,JPM,COWN,,,19.4%,-1.6%
287,Jul 29,Traeger Inc. (TGPX Holdings I LLC),COOK,Basic-Industries,18.0,23.0,MS,JEFF,BARD,,58%,22.2%
288,Jul 29,,,,10.0,20.0,JEFF,,,,21.3%,0%
289,Jul 29,Robinhood Markets Inc.,HOOD,Finance,38.0,55.0,GS,JPM,BRCL,,186.3%,-8.4%
290,Jul 29,Riskified Ltd.,RSKD,Technology,21.0,17.0,GS,JPM,CS,,60.1%,23.8%
291,Jul 29,Rallybio Corp.,RLYB,Health-Care,13.0,6.0,JEFF,COWN,EVCR,,10.8%,8.5%
292,Jul 29,Nuvalent Inc.,NUVL,Health-Care,17.0,9.0,JPM,COWN,PPRJ,,23.9%,10.3%
293,Jul 29,Icosavax Inc.,ICVX,Health-Care,15.0,12.0,JEFF,COWN,EVCR,,25.9%,133.1%
294,Jul 30,Tenaya Therapeutics Inc.,TNYA,Health-Care,15.0,12.0,MS,COWN,PS,,17.1%,2.3%
295,Jul 30,RxSight Inc.,RXST,Health-Care,16.0,7.0,JPM,BAML,SVB,,34.8%,0%
296,Jul 30,Rani Therapeutics Holdings Inc.,RANI,Health-Care,11.0,6.0,BAML,Stifel,CNTR,,14.6%,0%
297,Jul 30,Omega Therapeutics Inc.,OMGA,Health-Care,17.0,7.0,GS,JEFF,PS,,15.8%,-5.9%
298,Jul 30,IN8bio Inc.,INAB,Health-Care,10.0,4.0,,,,,37.9%,0%
299,Jul 30,Immuneering Corp.,IMRX,Health-Care,15.0,7.0,MS,JEFF,COWN,,12.6%,17.3%
300,Jul 30,Dole plc,DOLE,Consumer-Non-Durables,16.0,25.0,GS,DB,BAML,,33.4%,-9.4%
301,Aug 5,Weber Inc.,WEBR,Basic-Industries,14.0,17.0,GS,BAML,JPM,,53.4%,17.9%
302,Aug 5,Orange County Bancorp Inc.,OBT,Finance,33.5,1.0,PS,STPH,,,27.3%,1.8%
303,Aug 5,European Wax Center Inc.,EWCZ,Consumer-Services,17.0,10.0,MS,BAML,JEFF,,43.1%,25.8%
304,Aug 6,Adagio Therapeutics Inc.,ADGI,Health-Care,17.0,18.0,MS,JEFF,Stifel,,17.8%,22.8%
305,Aug 10,Eliem Therapeutics Inc.,ELYM,Health-Care,12.5,6.0,SVB,EVCR,Stifel,,23.8%,27.2%
306,Aug 12,Southern States Bancshares Inc.,SSBK,Finance,19.0,2.0,KBW,TS,,,36.8%,4.1%
307,Aug 24,IPSIDY Inc.,AUID,Technology,7.0,1.0,BOTD,,,,18.6%,5.7%
308,Sep 15,Tyra Biosciences Inc.,TYRA,Health-Care,16.0,10.0,BAML,JEFF,COWN,,13.9%,62.5%
309,Aug 26,Biotricity Inc.,BTCY,Health-Care,3.0,5.0,HCW,,,,31.5%,-3%
310,Sep 14,Sportradar Group AG,SRAD,Technology,27.0,19.0,JPM,MS,CITI,,67470526.3%,-7.2%
311,Aug 31,Focus Universal Inc.,FCUV,Technology,5.0,2.0,BOTD,,,,71.6%,2%
312,Aug 31,DoubleDown Interactive Co. Ltd.,DDI,Technology,18.0,6.0,,,,,60.6%,-1.4%
313,Sep 15,Thoughtworks Holding Inc. (Turing Holding),TWKS,Technology,21.0,36.0,GS,JPM,CS,,33.5%,40%
314,Sep 15,PROCEPT BioRobotics Corporation,PRCT,Health-Care,25.0,6.0,BAML,GS,,,66.9%,67.8%
315,Sep 15,On Holding AG,ONON,Miscellaneous,24.0,31.0,GS,MS,JPM,,44.3%,45.8%
316,Sep 15,EzFill Holdings Inc.,EZFL,Energy,4.0,6.0,TEq,,,,206.4%,13.5%
317,Sep 15,Dutch Bros Inc.,BROS,Consumer-Non-Durables,23.0,21.0,BAML,JPM,JEFF,,74.2%,59.5%
318,Sep 15,DICE Therapeutics Inc.,DICE,Health-Care,17.0,12.0,BAML,SVB,EVCR,,12.2%,117%
319,Sep 15,Definitive Healthcare Corp.,DH,Technology,27.0,15.0,GS,JPM,MS,,50.3%,60.3%
320,Sep 15,Aesther Healthcare Acquisition Corp.,AEHAU,Finance,10.0,10.0,EF,,,,0%,-100%
321,Sep 16,ForgeRock Inc.,FORG,Technology,25.0,11.0,MS,JPM,DB,,95.3%,46%
322,Sep 16,Enact Holdings Inc. (formerly Genworth Mortgage Holdings Inc.),ACT,Finance,19.0,13.0,GS,JPM,BAML,,25.7%,7.8%
323,Sep 22,VersaBank,VBNK,Finance,10.0,5.0,RAYJ,,,,10%,5%
324,Sep 22,Toast Inc.,TOST,Technology,40.0,21.0,GS,MS,JPM,,65.3%,56.3%
325,Sep 22,Freshworks Inc.,FRSH,Technology,36.0,28.0,MS,JPM,BAML,,68.8%,32.1%
326,Sep 22,a.k.a. Brands Holding Corp.,AKA,Consumer-Non-Durables,11.0,10.0,BAML,CS,JEFF,,74%,-9.2%
327,Sep 23,Sterling Check Corp.,STER,Technology,23.0,14.0,GS,JPM,MS,,51%,17%
328,Sep 23,Sovos Brands Inc.,SOVO,Consumer-Non-Durables,12.0,23.0,JT,GS,BAML,,33.9%,12.7%
329,Sep 23,Remitly Global Inc.,RELY,Technology,43.0,12.0,GS,JPM,BRCL,,80.4%,12.7%
330,Sep 23,ENGAGESMART Inc.,ESMT,Technology,26.0,14.0,JPM,GS,BAML,,0%,-100%
331,Sep 23,Brilliant Earth Group Inc.,BRLT,Basic-Industries,12.0,8.0,JPM,CS,JEFF,,95.5%,42.7%
332,Sep 23,Argo Blockchain Plc,ARBK,Technology,15.0,7.0,JEFF,BRCL,CNCD,,125.6%,11.7%
333,Sep 24,CUE Health Inc.,HLTH,Health-Care,16.0,12.0,GS,MS,COWN,,87.8%,25%
334,Sep 24,Clearwater Analytics Holdings Inc.,CWAN,Technology,18.0,30.0,GS,JPM,MS,,39.5%,40.9%
335,Sep 28,Amplitude Inc.,AMPL,Technology,50.0,35.0,MS,BAML,CITI,,32.6%,9.6%
336,Sep 29,Warby Parker Inc.,WRBY,Consumer Services,40.0,77.0,GS,MS,ALLN,,6.9%,32.6%
337,Sep 29,,,,10.0,25.0,BAML,GS,ALLN,,11%,11.5%
338,Sep 29,Hennessy Capital Investment Corp. VI,HCVIU,Finance,10.0,30.0,BRCL,CITI,,,34.8%,-0.1%
339,Sep 30,Olaplex Holdings Inc.,OLPX,Consumer-Services,21.0,73.0,GS,JPM,MS,,49.9%,16.7%
340,Oct 1,TDCX Inc.,TDCX,Technology,18.0,19.0,GS,CS,,,38.6%,5.9%
341,Oct 1,First Watch Restaurant Group Inc.,FWRG,Consumer-Non-Durables,18.0,9.0,BAML,GS,JEFF,,36.8%,22.9%
342,Oct 1,Exscientia plc,EXAI,Health-Care,22.0,13.0,GS,MS,BAML,,43.4%,23.2%
343,Oct 6,Volcon Inc.,VLCN,Transportation,5.5,3.0,AGIS,,,,237.1%,97.5%
344,Oct 6,,,,123.1,3.0,GS,CS,JPM,,39.3%,5.4%
345,Oct 7,THESEUS Pharmaceuticals Inc.,THRX,Health-Care,16.0,10.0,JEFF,SVB,CNTR,,38.9%,16.1%
346,Oct 7,Life Time Group Holdings Inc.,LTH,Consumer-Services,18.0,39.0,GS,MS,BAML,,31.2%,-1.4%
347,Oct 8,Pyxis Oncology Inc.,PYXS,Health-Care,16.0,10.0,BAML,JEFF,CS,,40.5%,-17.5%
348,Oct 8,IsoPlexis Corp.,ISO,Health-Care,15.0,8.0,MS,COWN,EVCR,,47%,-23.2%
349,Oct 8,Cognition Therapeutics Inc.,CGTX,Health-Care,12.0,3.0,,OPPN,,,75%,6.4%
350,Oct 13,Healthcare Triangle Inc.,HCTI,Technology,4.0,3.0,EF,,,,309.7%,-10.3%
351,Oct 13,AvidXchange Holdings Inc.,AVDX,Technology,25.0,26.0,GS,JPM,BAML,,52.3%,-0.2%
352,Oct 14,Lucid Diagnostics Inc.,LUCD,Health-Care,14.0,5.0,CNTR,CNCD,,,100.3%,-16%
353,Oct 14,IHS Holding Limited,IHS,Basic-Industries,21.0,18.0,GS,JPM,CITI,,59.5%,-19%
354,Oct 14,GitLab Inc.,GTLB,Technology,77.0,10.0,GS,JPM,BAML,,47.6%,49.4%
355,Oct 15,Paragon 28 Inc.,FNA,Health-Care,16.0,7.0,BAML,PPRJ,,,55.7%,13.6%
356,Oct 15,MiNK Therapeutics Inc.,INKT,Health-Care,12.0,3.0,EVCR,WB,,,21.5%,0%
357,Oct 20,Stronghold Digital Mining Inc.,SDIG,Technology,19.0,6.0,,COWN,Tudor,,132.7%,52.1%
358,Oct 20,Cyngn Inc.,CYN,Technology,7.5,3.0,AGIS,,,,48.2%,-1.3%
359,Oct 20,Context Therapeutics Inc.,CNTX,Health-Care,5.0,5.0,TEq,,,,223.7%,2%
360,Oct 20,Ventyx Biosciences Inc.,VTYX,Health-Care,16.0,9.0,JEFF,EVCR,PPRJ,,17.9%,31.4%
361,Oct 21,The Vita Coco Company Inc.,COCO,Consumer-Non-Durables,15.0,11.0,GS,BAML,CS,,84%,-9.9%
362,Oct 21,Runway Growth Finance Corp.,RWAY,Finance,14.6,6.0,JPM,MS,WLFG,,38.2%,-11.6%
363,Oct 21,Portillo’s Inc.,PTLO,Consumer-Services,20.0,20.0,JEFF,MS,BAML,,83.1%,45.5%
364,Oct 21,P10 Inc.,PX,Finance,12.0,20.0,MS,JPM,BRCL,,30.4%,0.7%
365,Oct 21,Enfusion Inc.,ENFN,Technology,17.0,18.0,MS,GS,BAML,,70.5%,16.5%
366,Oct 22,Xilio Therapeutics Inc.,XLO,Health-Care,16.0,7.0,MS,COWN,GGNH,,19.2%,0%
367,Oct 22,Minerva Surgical Inc.,UTRS,Health-Care,12.0,6.0,JPM,PS,UBS,,56.8%,-25%
368,Oct 22,Aris Water Solutions Inc.,ARIS,Energy,13.0,17.0,GS,CITI,JPM,,24%,10%
369,Oct 26,Augmedix Inc.,AUGX,Technology,4.0,10.0,WB,,,,15.2%,-12.5%
370,Oct 27,Rent the Runway Inc.,RENT,Consumer-Services,21.0,17.0,GS,MS,BRCL,,54%,-8.1%
371,Oct 27,MARPAI Inc.,MRAI,Finance,4.0,6.0,TEq,,,,164.2%,18.8%
372,Oct 27,Informatica Inc.,INFA,Technology,29.0,29.0,GS,JPM,CITI,,36.3%,0%
