Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M).1,Shares Outstanding (M).1,Instit Owner (% Shares Out),Instit Owner (Shares Held),Month/Date,Month of Quarter,Real GDP Per Capita,OECD Leading Indicator,Interest Rate,Seasonally Adjusted Unemployment Rate,CPI Growth Rate,Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup,Underpriced
LOGC,LogicBio Therapeutics Inc,56.6,-739.9,-49.5,80.5,22.9878,10,15,229.878,10/19/18,54142F102,-0.5,80.5,22.9878,53.0859,17498600,10/1/18,10/1/18,56851.00,100.2681725,2.75,3.822420119,0.176676346,14-Dec,Priced Below Range,0,21,29,1
LOGM,GoTo Group Inc,4.6,-1.1,0.2,122.667,22.3833,16,25.125,358.13,7/1/09,54142L109,7.2,122.667,22.3833,20.7433,10170000,7/1/09,7/1/09,49473.00,96.79970831,0.5,9.515989208,-0.158558692,14 - 16,Priced Within Range,4,23,77,1
LOPE,Grand Canyon Education Inc,6.2,29,16.1,144.9,45.3065,12,-1.25,543.68,11/20/08,38526M106,7.1,144.9,45.3065,118.878,37027000,11/1/08,10/1/08,50281.00,96.75816514,1.25,6.9108874,-1.915289533,14-Dec,Priced Within Range,0,7,79,0
LOVE,Lovesac Co/The,55.3,9.2,13.5,64.4,13.4519,16,49.9375,215.23,6/27/18,54738L109,2.2,64.4,13.4519,98.7053,14987800,6/1/18,4/1/18,56512.00,100.6340823,2.5,4.03458096,0.15938757,13 - 15,Priced Above Range,5,44,148,1
LPG,Dorian LPG Ltd,-56.6,26.2,6.4,139.665,57.1285,19,-1.894736886,1085.44,5/8/14,N.A.,2.9,139.665,57.1285,67.4494,27216200,5/1/14,4/1/14,52840.00,100.7710708,0.75,6.397136369,0.349260984,18 - 20,Priced Within Range,8,54,168,0
LPI,Laredo Petroleum Inc,105.8,10.4,28.8,342.125,127.625,17,6.470588207,2169.62,12/15/11,516806205,34.8,342.125,127.625,93.3644,15697900,12/1/11,10/1/11,51232.00,99.52689513,0.75,8.695432352,-0.246651638,18 - 20,Priced Below Range,2,28,43,1
LPLA,LPL Financial Holdings Inc,31.4,5.9,7.3,516.696,107.184,30,7.166666508,3215.52,11/18/10,50212V100,5.6,516.696,107.184,114.618,91236400,11/1/10,10/1/10,50859.00,99.91560898,0.75,9.89147006,0.042064642,27 - 30,Priced Within Range,3,26,39,1
LPSB,LaPorte Bancorp Inc,5.9,24.1,0.8,12.9922,0,10,-8.100000381,0,10/15/07,516651106,0.7,12.9922,0,100,5580120,10/1/07,10/1/07,52066.00,101.6347884,5,4.768472729,0.213919133,10-Oct,Priced Within Range,3,20,110,0
LPSN,LivePerson Inc,28.1,-26.6,-21.6,32,29.3399,8,18.75,234.72,4/7/00,538146101,0.0466482,32,29.3399,96.8037,72920300,4/1/00,4/1/00,46704.00,100.9656912,5.5,3.86810754,0.058411215,10-Oct,Priced Below Range,1,5,81,1
LQ,La Quinta Holdings Inc,-2.5,15.5,4.6,747.787,123.66,17,0.705882371,2102.22,4/9/14,50420D108,3.1,747.787,123.66,0.272246,159599,4/1/14,4/1/14,52840.00,100.7244786,0.75,6.336592395,0.329675445,18 - 21,Priced Below Range,5,11,125,1
LQDA,Liquidia Corp,1637.8,-269,-36.3,53.1641,15.4024,11,0.909090936,169.426,7/26/18,53635D202,-0.6,53.1641,15.4024,50.4493,32537300,7/1/18,7/1/18,56831.00,100.5899154,2.5,3.862981324,0.006746326,12-Oct,Priced Within Range,0,21,29,1
LQDT,Liquidity Services Inc,25,19.7,24.8,88.4046,27.3296,10,22.89999962,273.3,2/23/06,53635B107,1.9,88.4046,27.3296,69.4165,24701500,2/1/06,1/1/06,51200.00,101.1704712,5.5,4.870275357,0.201714574,11-Sep,Priced Within Range,4,8,138,1
LQMT,Liquidmetal Technologies Inc,-18,-416.4,-9.3,78.4351,40.7642,15,0.200000003,611.46,5/22/02,53634X100,-0.0029854,78.4351,40.7642,1.57518,14448900,5/1/02,4/1/02,46866.00,99.45832738,1.25,5.85679877,0,15 - 17,Priced Within Range,6,56,216,1
LRFC,Logan Ridge Finance Corp,-36.6,-11.4,-5.3,80,12.1974,20,-6,243.95,9/25/13,541098109,30.3,80,12.1974,19.0387,516150,9/1/13,7/1/13,52284.00,100.6503359,0.75,7.388513748,0.116300449,20 - 20,Priced Within Range,3,24,37,0
LRN,Stride Inc,9.7,6.3,5.6,124.2,27.2082,18,36.38888931,489.75,12/13/07,86333M108,4.9,124.2,27.2082,120.008,51641300,12/1/07,10/1/07,52066.00,101.4058565,4.75,5.050630757,-0.067086313,16 - 18,Priced Within Range,0,7,79,1
LSF,Laird Superfood Inc,41.5,-64.8,-48.9,67.045,8.7735,22,85.45454407,193.017,9/23/20,50736T102,-2.4,67.045,8.7735,10.933,1008310,9/1/20,7/1/20,56484.00,98.66695103,0.25,8.083785823,0.139274694,21 - 22,Priced Within Range,0,10,53,1
LTHM,Livent Corp,45.8,0.1,12.5,391,146,17,-0.176470593,2482,10/11/18,53814L108,0.1,391,146,97.0541,174090000,10/1/18,10/1/18,56851.00,100.2681725,2.75,3.822420119,0.176676346,18 - 20,Priced Below Range,6,56,182,0
LTRX,Lantronix Inc,81.3,-4.1,-5.1,60,38.7744,10,-20,387.744,8/4/00,516548203,-0.2,60,38.7744,41.9954,15219100,8/1/00,7/1/00,46624.00,100.3264793,6,4.15367782,0,14 - 16,Priced Below Range,4,23,77,0
LUMCQ,Luminent Mortgage Capital Inc,-16.9,-235.4,-9.4,148.2,23.104,13,4.307692528,300.35,12/19/03,550278303,1.5,148.2,23.104,0.0120139,5200,12/1/03,10/1/03,48450.00,100.6010521,2,5.783101078,-0.108401084,13 - 15,Priced Within Range,3,3,6,1
LUMO,Lumos Pharma Inc,36.9,-13230.4,-28.7,43.4,18.0219,7,1.142857194,126.153,11/11/11,55028X109,-3.5,43.4,18.0219,39.8649,3339160,11/1/11,10/1/11,51232.00,99.32940708,0.75,8.7267857,-0.084356133,12-Oct,Priced Below Range,0,21,29,1
LUNA,Luna Innovations Inc,48,1.5,6.7,21,9.9863,6,0,59.92,6/2/06,550351100,0.1,21,9.9863,52.8146,17408600,6/1/06,4/1/06,51210.00,101.0698362,6.25,4.703669147,0.197530864,8-Jun,Priced Within Range,4,23,217,0
LUNG,Pulmonx Corp,47.9,-100.5,-23.2,218.5,35.4254,19,106.8947372,673.083,10/1/20,745848101,-1.1,218.5,35.4254,106.398,39802800,10/1/20,10/1/20,57005.00,98.98453016,0.25,7.145794405,0.041493776,17 - 18,Priced Above Range,0,22,78,1
LVGO,Livongo Health Inc,148.7,-32.4,-4.8,408.523,92.8235,28,36.07143021,2599.06,7/25/19,539183103,-1.1,408.523,92.8235,7.97048,8096850,7/1/19,7/1/19,57845.00,99.35534623,3,3.786645109,0.167094162,24 - 26,Priced Above Range,0,21,29,1
LVO,LiveOne Inc,79.3,-37.5,-41.8,21.8408,50.1109,4,0,200.444,12/22/17,53814X102,-0.1,21.8408,50.1109,24.137,21134200,12/1/17,10/1/17,55877.00,100.3962325,2,4.150219646,-0.058783228,14-Dec,Priced Below Range,4,8,159,0
LVOXU,LiveVox Holdings Inc,16.2,-86.5,-27.2,250,25,10,0,250,3/8/19,53838L209,-0.8,250,25,0.479576,119894,3/1/19,1/1/19,57100.00,99.65446855,3,3.861910727,0.564135836,10-Oct,Priced Within Range,1,5,81,0
LVS,Las Vegas Sands Corp,44,-22.7,9,794.048,350.589,29,60.55172348,10167.1,12/15/04,517834107,-0.3,794.048,350.589,42.7873,326966000,12/1/04,10/1/04,49623.00,100.4972747,3.25,5.46561248,-0.366492147,24 - 26,Priced Above Range,5,11,12,1
LXRX,Lexicon Pharmaceuticals Inc,-98.7,-29448.9,-68.1,220,47.5151,22,-14.77272701,1045.33,4/7/00,528872302,-0.6,220,47.5151,82.6736,156026000,4/1/00,4/1/00,46704.00,100.9656912,5.5,3.86810754,0.058411215,22 - 24,Priced Within Range,0,21,29,0
LYFT,Lyft Inc,35.6,-31.4,-26.6,2340,273.098,72,8.736110687,19663,3/29/19,55087P104,-0.3,2340,273.098,85.9084,302683000,3/1/19,1/1/19,57100.00,99.65446855,3,3.861910727,0.564135836,70 - 72,Priced Within Range,4,8,9,1
MA,Mastercard Inc,23.4,46,26.8,2579.26,75.0178,39,17.94871712,2925.69,5/24/06,57636Q104,9.5,2579.26,75.0178,92.9184,886258000,5/1/06,4/1/06,51210.00,101.1215791,6,4.71660949,0.496277916,40 - 43,Priced Below Range,3,26,109,1
MAIN,Main Street Capital Corp,29.8,114.4,7.4,64.5,8.82673,15,0,132.4,10/5/07,56035L104,-7.4,64.5,8.82673,20.4997,15836800,10/1/07,10/1/07,52066.00,101.6347884,5,4.768472729,0.213919133,15 - 15,Priced Within Range,3,24,37,0
MANT,ManTech International Corp/VA,1.4,5.3,4.9,132.48,25.5333,16,13.8125,408.53,2/7/02,564563104,5.2,132.48,25.5333,21.6507,8526520,2/1/02,1/1/02,46683.00,99.22847131,1.25,5.740918436,0.395256917,14 - 16,Priced Within Range,1,5,81,1
MASI,Masimo Corp,8.3,18.5,8.2,232.97,54.6043,17,22.94117737,928.27,8/8/07,574795100,4.8,232.97,54.6043,98.9578,52016800,8/1/07,7/1/07,51882.00,101.8469871,5.75,4.675485691,-0.183390223,16 - 18,Priced Within Range,0,22,61,1
MASS,908 Devices Inc,56.9,-52.5,-12.6,149.5,27.1758,20,145,543.516,12/18/20,65443P102,-1,149.5,27.1758,91.4655,29004900,12/1/20,10/1/20,57005.00,99.71018332,0.25,6.897872332,0.094147847,18 - 19,Priced Above Range,8,32,55,1
MAX,MediaAlpha Inc,10.3,-0.8,-12.7,202.113,33.2056,19,67.68421173,630.906,10/28/20,58450V104,0.7,202.113,33.2056,63.286,27282600,10/1/20,10/1/20,57005.00,98.98453016,0.25,7.145794405,0.041493776,18 - 20,Priced Within Range,4,8,9,1
MB,MINDBODY Inc,31.3,-8.1,-8.9,100.1,7.15,14,-17.4285717,100.1,6/19/15,60255W105,0.2,100.1,7.15,0.399546,182367,6/1/15,4/1/15,54021.00,100.1249321,0.75,5.350969219,0.350287,13 - 15,Priced Within Range,1,5,5,0
MBCQ,MB Bancorp Inc/MD,17.7,53.6,1.6,21.6,0,10,4.5,0,12/30/14,5.53E+108,0.4,21.6,0,18.1087,355042,12/1/14,10/1/14,53464.00,100.70291,0.75,5.685242715,-0.567010091,10-Oct,Priced Within Range,3,9,10,1
MBII,Pro Farm Group Inc,15.4,-37.3,-25.6,65.55,17.631,12,14.58333302,211.57,8/2/13,57165B106,-0.0569747,65.55,17.631,15.1803,27685600,8/1/13,7/1/13,52284.00,100.641767,0.75,7.391202966,0.120293156,14 - 17,Priced Below Range,6,14,17,1
MBIN,Merchants Bancorp/IN,14.3,52.1,1.9,115,28.6852,16,5,458.963,10/27/17,58844R108,-1.1,115,28.6852,24.7357,10663400,10/1/17,10/1/17,55877.00,100.2302312,1.75,4.165125132,-0.06320421,17 - 19,Priced Below Range,3,9,44,1
MBUU,Malibu Boats Inc,31.1,12.9,20.8,100,10.1556,14,26.7857151,142.18,1/31/14,56117J100,7.9,100,10.1556,114.903,23377400,1/1/14,1/1/14,52266.00,100.6279112,0.75,6.630940345,0.372024767,13 - 15,Priced Within Range,5,12,156,1
MC,Moelis & Co,63.3,23.7,17.7,186.875,15.2637,25,4.599999905,381.59,4/16/14,60786M105,14.8,186.875,15.2637,104.175,66636400,4/1/14,4/1/14,52840.00,100.7244786,0.75,6.336592395,0.329675445,26 - 29,Priced Below Range,3,26,76,1
MCB,Metropolitan Bank Holding Corp,23,33.5,1.3,124.775,8.198,35,6.314285755,286.93,11/8/17,591774104,3.8,124.775,8.198,86.8381,9492880,11/1/17,10/1/17,55877.00,100.3158857,1.75,4.25663681,0.002432469,31 - 34,Priced Above Range,3,9,10,1
MCBS,Metrocity Bankshares Inc,35.9,44.7,2.2,29.2073,25.5299,13.5,-100,344.654,10/3/19,59165J105,2.5,29.2073,25.5299,18.2205,4611390,10/1/19,10/1/19,58017.00,99.278352,2.25,3.640738145,0.228619055,14.50 - 16.50,Priced Below Range,3,9,91,0
MCEP,Mid-Con Energy Partners LP,-7.7,-1,-10.4,111.78,18.45,18,0.277777791,332.1,12/15/11,59560V208,7.6,111.78,18.45,0.162491,23255,12/1/11,10/1/11,51232.00,99.52689513,0.75,8.695432352,-0.246651638,19 - 21,Priced Below Range,2,28,43,1
MCFE,McAfee Corp,23.2,44.2,19.1,740,163.072,20,-6.5,3261.45,10/22/20,579063108,3,740,163.072,12.7461,23965300,10/1/20,10/1/20,57005.00,98.98453016,0.25,7.145794405,0.041493776,19 - 22,Priced Within Range,1,1,127,0
MCFT,MasterCraft Boat Holdings Inc,34.6,8.2,20.3,104.731,17.2104,15,6.133333206,258.156,7/17/15,57637H103,3.9,104.731,17.2104,105.053,18704000,7/1/15,7/1/15,54081.00,99.98278579,0.75,5.338603251,0.006704716,13 - 15,Priced Within Range,5,12,156,1
MCHX,Marchex Inc,4.4,-8.2,-10.3,29.9,12.2916,6.5,36.61538315,79.9,3/31/04,56624R108,-0.1,29.9,12.2916,68.7835,26001600,3/1/04,1/1/04,48633.00,101.0054486,2,5.860438928,0.644468314,7-Jun,Priced Within Range,4,19,26,1
MCRB,Seres Therapeutics Inc,336.3,-45.2,-65.3,153.814,38.9487,18,185.5555573,681.014,6/26/15,81750R102,0.0729312,153.814,38.9487,88.2242,109920000,6/1/15,4/1/15,54021.00,100.1249321,0.75,5.350969219,0.350287,15 - 17,Priced Above Range,0,13,15,1
MCRN,Milacron Holdings Corp,1.9,3.3,2,294.026,67.002,20,-2.099999905,0,6/25/15,59870L106,1.7,294.026,67.002,14.7008,10363400,6/1/15,4/1/15,54021.00,100.1249321,0.75,5.350969219,0.350287,20 - 22,Priced Within Range,8,60,218,0
MDB,MongoDB Inc,48,-35.1,-15.2,220.8,9.2682,24,33.625,1204.04,10/19/17,60937P106,0.1,220.8,9.2682,103.028,70787800,10/1/17,10/1/17,55877.00,100.2302312,1.75,4.165125132,-0.06320421,20 - 22,Priced Above Range,1,5,82,1
MDCO,Medicines Co/The,-86.3,-2006.4,-28.9,96,28.1962,16,35.546875,451.14,8/8/00,584688105,-3.5,96,28.1962,29.7872,23739800,8/1/00,7/1/00,46624.00,100.3264793,6,4.15367782,0,14 - 16,Priced Within Range,0,21,29,1
MDLA,Medallia Inc,18.5,-31.1,-18.4,374.325,124.339,21,76.42857361,2611.12,7/19/19,584021109,0.0114275,374.325,124.339,8.12774,13098400,7/1/19,7/1/19,57845.00,99.35534623,3,3.786645109,0.167094162,16 - 18,Priced Above Range,1,5,5,1
MDLM,Medley Management Inc,-31.9,-8,-6.3,108,6,18,-8.888889313,0,9/24/14,58503T205,-0.4,108,6,6.02147,183364,9/1/14,7/1/14,53340.00,100.8454243,0.75,6.060002734,0.075256882,20 - 22,Priced Below Range,3,26,39,0
MDLZ,Mondelez International Inc,8,14.9,4.6,8680,1735,31,0.806451619,53785,6/13/01,609207105,2.9,8680,1735,82.2549,1123290000,6/1/01,4/1/01,46698.00,98.37369592,3.47,4.600539781,0.16882386,30 - 31,Priced Within Range,0,10,108,1
MDSO,Medidata Solutions Inc,16.8,8.1,4.1,101.43,23.2987,14,21.4285717,326.18,6/25/09,58471A105,1.5,101.43,23.2987,2.64705,1653260,6/1/09,4/1/09,49408.00,96.31575597,0.5,9.523413945,0.858989226,13-Nov,Priced Above Range,1,5,22,1
MDWT,Midwest Holding Inc,184.1,-55.3,-0.0487292,70,3.7376,70,-19.6428566,261.632,12/17/20,59833J206,-6.7,70,3.7376,51.3904,1915820,12/1/20,10/1/20,57005.00,99.71018332,0.25,6.897872332,0.094147847,70 - 74,Priced Within Range,3,18,60,0
MEC,Mayville Engineering Co Inc,27.1,-1.6,0.6,106.25,19.6935,17,-3.117647171,334.789,5/9/19,578605107,0.7,106.25,19.6935,49.0828,9901340,5/1/19,4/1/19,57418.00,99.50838434,3,3.645931768,0.212875859,19 - 21,Priced Below Range,8,50,119,0
MEDP,Medpace Holdings Inc,23.3,15.9,15.6,185.15,40.6921,23,20.82608604,935.918,8/11/16,58506Q109,7.3,185.15,40.6921,109.2,33961200,8/1/16,7/1/16,54549.00,99.24735392,1,4.938698083,0.091843011,20 - 23,Priced Within Range,0,0,0,1
MEG,Montrose Environmental Group I,66.4,-4.6,-1.9,172.5,21.832,15,46.66666794,327.48,7/23/20,615111101,1.4,172.5,21.832,111.644,33171200,7/1/20,7/1/20,56484.00,97.81746245,0.25,9.875006693,0.50582435,15 - 17,Priced Within Range,8,33,134,1
MEIP,MEI Pharma Inc,16.9,-133.8,-30.9,15.6,56.686,7.5,0,425.14,12/18/03,55279B202,-0.3,15.6,56.686,38.4142,51191100,12/1/03,10/1/03,48450.00,100.6010521,2,5.783101078,-0.108401084,4.50 - 6.50,Priced Above Range,0,21,29,0
MESA,Mesa Air Group Inc,-7.6,3.2,-5.2,131.694,35.9251,12,-2.083333254,422.413,8/10/18,590479135,3.7,131.694,35.9251,41.1313,14928700,8/1/18,7/1/18,56831.00,100.5227439,2.5,3.835982303,0.055554233,14 - 16,Priced Below Range,5,37,67,0
MET,MetLife Inc,4.7,9.2,0.3,2878.5,831,14.25,8.771929741,11841.8,4/4/00,59156R108,14.6,2878.5,831,101.795,798688000,4/1/00,4/1/00,46704.00,100.9656912,5.5,3.86810754,0.058411215,13 - 15,Priced Within Range,3,18,190,1
META,Meta Platforms Inc,37.1,33.3,16.5,16006.9,2138.08,38,0.610032916,81247.2,5/18/12,30303M102,20.4,16006.9,2138.08,77.8534,1750670000,5/1/12,4/1/12,51702.00,99.83138197,0.75,8.313429668,-0.117347937,34 - 38,Priced Within Range,4,8,167,1
METC,Ramaco Resources Inc,67.7,14,27.2,81,39.0626,13.5,0.370370358,527.345,2/3/17,75134P303,1.2,81,39.0626,63.2938,27926300,2/1/17,1/1/17,54866.00,99.82153744,1.25,4.66429894,0.314611739,15-Dec,Priced Within Range,2,35,62,1
MFAC/U,BM Technologies Inc,42.9,17.9,10.7,169.289,16.9289,10,0.200000003,169.289,8/24/18,58518F208,2.3,169.289,16.9289,4.37123,740000,8/1/18,7/1/18,56831.00,100.5227439,2.5,3.835982303,0.055554233,10-Oct,Priced Within Range,1,5,5,1
MFGLQ,MF Global Holdings Ltd,11.9,-3.6,-0.5,2921.39,119.632,30,-8.166666985,3588.96,7/19/07,55277J108,-2.4,2921.39,119.632,0.0240901,39845,7/1/07,7/1/07,51882.00,101.9183313,6.25,4.697204833,-0.025437721,36 - 39,Priced Below Range,3,26,76,0
MG,Mistras Group Inc,14.2,0.5,0.6,125,26.4588,12.5,0.639999986,330.74,10/8/09,60649T107,1.4,125,26.4588,57.4815,17184400,10/1/09,10/1/09,49886.00,98.18717138,0.5,10.18384358,0.096310119,14 - 16,Priced Below Range,8,32,55,1
MGNI,Magnite Inc,111.3,0.0138766,-3.6,116.799,35.7393,15,33.93333435,536.09,4/2/14,55955D100,1,116.799,35.7393,70.0844,93481900,4/1/14,4/1/14,52840.00,100.7244786,0.75,6.336592395,0.329675445,15 - 17,Priced Within Range,4,8,219,1
MGNX,MacroGenics Inc,-26.1,-260.9,-64.8,92,24.7717,16,56.1875,396.35,10/10/13,556099109,-2.4,92,24.7717,132.218,81281300,10/1/13,10/1/13,52544.00,100.65078,0.75,7.416395048,-0.257528326,16 - 16,Priced Within Range,0,21,29,1
MGP,MGM Growth Properties LLC,-1.3,26.2,2.1,1207.5,57.5,21,4.809523582,1050,4/20/16,55303A105,4.5,1207.5,57.5,30.618,47994700,4/1/16,4/1/16,54334.00,99.15842228,1,5.102375645,0.474106798,18 - 21,Priced Within Range,3,3,63,1
MGTX,MeiraGTx Holdings plc,142.2,-211,-34.8,75,27.1841,15,0,407.762,6/8/18,N.A.,-0.2,75,27.1841,69.2061,30952900,6/1/18,4/1/18,56512.00,100.6340823,2.5,4.03458096,0.15938757,14 - 16,Priced Within Range,0,21,29,0
MIC,Macquarie Infrastructure Holdi,-72.1,1137.3,156.5,615.25,23.4001,25,11.19999981,585,12/16/04,55608B105,-3.2,615.25,23.4001,42.312,37651500,12/1/04,10/1/04,49623.00,100.4972747,3.25,5.46561248,-0.366492147,25 - 25,Priced Within Range,7,27,220,1
MICU,Vicuron Pharmaceuticals Inc,-12.8,-937.9,-30.4,50.6,22.0395,11,-9.943181992,242.435,8/3/00,926471103,-1.5,50.6,22.0395,1.31E-05,8,8/1/00,7/1/00,46624.00,100.3264793,6,4.15367782,0,13-Nov,Priced Within Range,0,13,65,0
MIK,Michaels Cos Inc/The,3.9,5.6,7,472.223,203.104,17,0.117647059,3452.77,6/27/14,59408Q106,8.3,472.223,203.104,2.18179,3090660,6/1/14,4/1/14,52840.00,100.8107011,0.75,6.174444118,0.186212694,17 - 19,Priced Within Range,5,17,221,1
MIME,Mimecast Ltd,17.4,5.9,4.8,77.5,54.0025,10,1,540.025,11/19/15,N.A.,1.9,77.5,54.0025,21.8412,14621800,11/1/15,10/1/15,54045.00,99.41157201,0.75,5.199007422,-0.211068038,12-Oct,Priced Within Range,4,8,204,1
MIRKQ,Mirant Corp/Old,-11.4,-10.4,-16.8,1276,330,22,34.65909195,7260,9/27/00,604675108,0.1,1276,330,0.00520682,21112,9/1/00,7/1/00,46624.00,100.100302,6,3.95818563,0.520833333,15 - 17,Priced Above Range,7,39,222,1
MJN,Mead Johnson Nutrition Co,-8,14.5,14.3,828,76.8446,24,10.125,1844.27,2/11/09,582839106,3.7,828,76.8446,0.288165,529186,2/1/09,1/1/09,49594.00,95.35678426,0.5,8.420519427,0.497293304,21 - 24,Priced Within Range,0,13,199,1
MKTX,MarketAxess Holdings Inc,1.4,36.9,15.3,63.25,22.8158,11,59,250.97,11/5/04,57060D108,7.5,63.25,22.8158,115.757,43567400,11/1/04,10/1/04,49623.00,100.5102549,3,5.46304261,0.052383447,8.50 - 10.50,Priced Above Range,0,7,115,1
MLNTQ,Melinta Therapeutics Inc,184.7,-163,-89,57.96,21.029,6,1,126.17,2/3/12,58549G209,-18.6,57.96,21.029,24.8256,3413690,2/1/12,1/1/12,51559.00,99.86369756,0.75,8.372612628,0.440297355,13-Nov,Priced Below Range,0,13,15,1
MMI,Marcus & Millichap Inc,80.8,10.9,19.1,82.8,36.6009,12,11.83333302,439.21,10/31/13,566324109,6.4,82.8,36.6009,101.53,39968100,10/1/13,10/1/13,52544.00,100.65078,0.75,7.416395048,-0.257528326,14 - 16,Priced Below Range,3,34,130,1
MMLP,Martin Midstream Partners LP,31.2,-0.0239112,3.6,55.1,3.335,19,-6.842105389,55.1,11/1/02,573331105,0.9,55.1,3.335,54.2205,21065100,11/1/02,10/1/02,46883.00,98.17044497,0.83,5.99851499,0,19 - 21,Priced Within Range,2,2,2,0
MMP,Magellan Midstream Partners LP,17.7,35.9,13.7,98.9,5.67969,21.5,11.6279068,122.11,2/6/01,559080106,5.4,98.9,5.67969,58.9397,120789000,2/1/01,1/1/01,46519.00,98.64165939,5,4.264060336,0.399771559,20 - 22,Priced Within Range,2,2,2,1
MN,Manning & Napier Inc,14.6,17.2,11.1,163.006,13.5839,12,0,163.01,11/18/11,56382Q102,1.7,163.006,13.5839,75.9074,14516800,11/1/11,10/1/11,51232.00,99.32940708,0.75,8.7267857,-0.084356133,15 - 17,Priced Below Range,3,26,39,0
MNDT,Mandiant Inc,20.9,189.5,27.4,349,119.746,20,80,2394.92,9/20/13,562662106,0.2,349,119.746,23.3523,54849000,9/1/13,7/1/13,52284.00,100.6503359,0.75,7.388513748,0.116300449,15 - 17,Priced Above Range,4,8,204,1
MNKD,MannKind Corp,15.8,-107.2,-36.6,91.7994,32.3915,14,0.571428597,453.48,7/28/04,56400P706,-0.2,91.7994,32.3915,46.4735,122316000,7/1/04,7/1/04,49243.00,100.8035013,2.25,5.557144436,-0.158144439,13 - 15,Priced Within Range,0,13,65,1
MNRL,Brigham Minerals Inc,75.7,42.2,19.5,300.15,21.0317,18,10.66666698,378.571,4/18/19,10918L103,2.4,300.15,21.0317,94.7653,51339500,4/1/19,4/1/19,57418.00,99.58445085,3,3.5977807,0.529500161,15 - 18,Priced Within Range,2,28,43,1
MNTA,Momenta Pharmaceuticals Inc,-68.4,-1215.2,-45.4,39.9912,24.5632,6.5,20.15384674,159.66,6/21/04,60877T100,-2,39.9912,24.5632,20.1116,23925900,6/1/04,4/1/04,48905.00,100.8993806,2.25,5.646463306,0.317292438,6.50 - 7,Priced Within Range,0,13,90,1
MNTV,Momentive Global Inc,18.1,-27.7,-14.7,207,124.475,12,43.66666794,1493.7,9/26/18,60878Y108,0.3,207,124.475,102.451,152306000,9/1/18,7/1/18,56831.00,100.4151294,2.75,3.746935562,0.116202518,11-Sep,Priced Above Range,1,5,81,1
MNTX,Manitex International Inc,26.2,-2.1,-6.4,17.25,4.5,6,15,27,2/15/05,563420108,0.3,17.25,4.5,53.0199,10658100,2/1/05,1/1/05,50068.00,100.4087346,3.5,5.435789926,0.576822234,7-May,Priced Within Range,5,58,197,1
MOBL,MobileIron Inc,6.2,-23.8,-23.3,115,76.3155,9,22.44444466,686.84,6/12/14,60739U204,-0.0218781,115,76.3155,5.79583,6872940,6/1/14,4/1/14,52840.00,100.8107011,0.75,6.174444118,0.186212694,10-Aug,Priced Within Range,1,5,81,1
MODN,Model N Inc,13.3,-13,-7.5,120.141,22.4486,15.5,28.90322495,347.95,3/20/13,607525102,0.6,120.141,22.4486,114.725,42494700,3/1/13,1/1/13,51998.00,100.2801151,0.75,7.574579728,0.261450858,14.50 - 14.50,Priced Above Range,1,5,5,1
MODV,ModivCare Inc,46.3,-0.3,-2.7,59.34,7.70134,12,16.66666603,92.42,8/19/03,60783X104,13.2,59.34,7.70134,114.458,16182400,8/1/03,7/1/03,48012.00,99.24404837,2,6.125750534,0.380641653,12-Oct,Priced Within Range,0,0,35,1
MOH,Molina Healthcare Inc,42.9,2.3,7,132.825,25.3988,17.5,14.28571415,444.48,7/2/03,60855R100,36.6,132.825,25.3988,117.062,68364400,7/1/03,7/1/03,48012.00,98.90589371,2,6.179810938,0.108873163,16 - 18,Priced Within Range,0,0,142,1
MORF,Morphic Holding Inc,-55.9,-482.6,-13.5,103.5,30.4964,15,20,457.446,6/27/19,61775R105,-2.3,103.5,30.4964,92.0601,35491500,6/1/19,4/1/19,57418.00,99.43025865,3,3.689126149,0.019914718,14 - 16,Priced Within Range,0,13,15,1
MORN,Morningstar Inc,22.3,11.3,4,161.956,38.4466,18.5,8.378377914,711.26,5/3/05,617700109,10.4,161.956,38.4466,62.6946,26611500,5/1/05,4/1/05,50204.00,100.2702497,4,5.200249935,-0.102774923,16 - 19,Priced Within Range,0,7,115,1
MOSC/U,Vivint Smart Home Inc,18.1,-20.6,-4.2,345,34.5,10,1.5,345,10/19/17,61946M209,0.3,345,34.5,3.92522,1354200,10/1/17,10/1/17,55877.00,100.2302312,1.75,4.165125132,-0.06320421,10-Oct,Priced Within Range,0,7,58,1
MOTS,Motus GI Holdings Inc,298.9,-4867.7,-77.9,17.5,15.573,5,-12.39999962,77.865,2/14/18,62014P405,-6.1,17.5,15.573,5.28202,245909,2/1/18,1/1/18,56195.00,100.5687191,2,4.155353875,0.453468997,7-May,Priced Within Range,0,22,61,0
MPG,Metaldyne Performance Group In,-8.4,3.4,3,171.715,67.0733,15,0.733333349,1006.1,12/12/14,59116R107,4.7,171.715,67.0733,0.00109682,745,12/1/14,10/1/14,53464.00,100.70291,0.75,5.685242715,-0.567010091,18 - 21,Priced Below Range,5,38,69,1
