,Issuer Ticker,Issuer Name,Sales - 1 Yr Growth,Profit Margin,Return on Assets,Offer Size (M),Shares Outstanding (M),Offer Price,Offer To 1st Close,Market Cap at Offer (M),Trade Date (US),cusip,Cash Flow per Share,Offer Size (M),Shares Outstanding (M),Instit Owner (% Shares Out),Instit Owner (Shares Held),Filing Term Price Range,Priced Range,Industry Sector,Industry Group,Industry Subgroup
2462,MGTX US,MeiraGTx Holdings plc,142.2,-211,-34.8,75,27.1841,15,0,407.762,6/8/2018,N.A.,-0.2,75,27.1841,69.2061,30952900,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2463,MGU US,Macquarie Global Infrastructur,,,,425,0,25,0.039999999,0,8/26/2005,55608D101,,425,0,45.6364,5690080,25 - 25,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
2464,MGYR US,Magyar Bancorp Inc,,21.1,0.8,22.77,0,10,6.5,0,1/24/2006,55977T208,1.5,22.77,0,25.8473,1834600,,,Financial,Savings&Loans,S&L/Thrifts-Eastern US
2465,MHGC US,Morgans Hotel Group Co LLC,-6,10,5,360,33.5,20,-0.550000012,670,2/13/2006,61748W108,0.1,360,33.5,,,19 - 21,Priced Within Range,"Consumer, Cyclical",Lodging,Hotels&Motels
2466,MHI US,Pioneer Municipal High Income,,,,307.5,0,15,0.266666681,0,7/18/2003,723763108,,307.5,0,46.4673,10581200,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
2467,MHL US,MortgageIT Holdings Inc,253.7,7.1,0.1,175.2,19.3592,12,0,232.31,7/30/2004,61915Q108,-107.9,175.2,19.3592,,,12-Dec,Priced Within Range,Financial,REITS,REITS-Mortgage
2468,MHLXU US,CarePayment Technologies Inc,-16.5,-255.9,-57.2,13.8,3.737,6,4.166666508,22.42,11/19/2001,59507X200,,13.8,3.737,,,5.50 - 6.50,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance
2469,MIC US,Macquarie Infrastructure Holdi,-72.1,1137.3,156.5,615.25,23.4001,25,11.19999981,585,12/16/2004,55608B105,-3.2,615.25,23.4001,42.312,37651500,25 - 25,Priced Within Range,Utilities,Gas,Gas-Distribution
2470,MICU US,Vicuron Pharmaceuticals Inc,-12.8,-937.9,-30.4,50.6,22.0395,11,-9.943181992,242.435,8/3/2000,926471103,-1.5,50.6,22.0395,1.31E-05,8,13-Nov,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics
2471,MIE US,Cohen & Steers MLP Income and,,,,480,0,20,0,0,3/26/2013,19249B106,,480,0,16.2547,4241190,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
2472,MIFI US,Inseego Wireless Inc,,,,56,37.5838,8,12.5,300.67,11/16/2000,66987M604,,56,37.5838,,,12-Oct,Priced Below Range,Communications,Telecommunications,Wireless Equipment
2473,MIGP US,Mercer Insurance Group Inc,,,2.4,62.611,6.8489,10,21.5,68.49,12/16/2003,587902107,,62.611,6.8489,,,10-Oct,Priced Within Range,Financial,Insurance,Property/Casualty Ins
2474,MIIIU US,Infrastructure and Energy Alte,18.5,-4,-8.4,150,0,10,-3.700000048,0,7/7/2016,55378T203,-0.3,150,0,,,10-Oct,Priced Within Range,Energy,Energy-Alternate Sources,Energy-Alternate Sources
2475,MIK US,Michaels Cos Inc/The,3.9,5.6,7,472.223,203.104,17,0.117647059,3452.77,6/27/2014,59408Q106,8.3,472.223,203.104,2.18179,3090660,17 - 19,Priced Within Range,"Consumer, Cyclical",Retail,Retail-Arts&Crafts
2476,MIME US,Mimecast Ltd,17.4,5.9,4.8,77.5,54.0025,10,1,540.025,11/19/2015,N.A.,1.9,77.5,54.0025,21.8412,14621800,12-Oct,Priced Within Range,Communications,Internet,Internet Security
2477,MIPIQ US,Molecular Insight Pharmaceutic,,,-107.1,70,24.6396,14,0.642857134,344.95,2/2/2007,60852M104,,70,24.6396,0.240372,60738,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2478,MIRKQ US,Mirant Corp/Old,-11.4,-10.4,-16.8,1276,330,22,34.65909195,7260,9/27/2000,604675108,0.1,1276,330,0.00520682,21112,15 - 17,Priced Above Range,Utilities,Electric,Independ Power Producer
2479,MIRM US,Mirum Pharmaceuticals Inc,,-438.8,-13.9,75,23.0158,15,-11.9333334,345.237,7/18/2019,604749101,-4.3,75,23.0158,96.1537,35452300,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
2480,MITO US,Stealth BioTherapeutics Corp,,,,85.0584,0,12,-0.833333314,0,2/15/2019,85789A105,-0.0659023,85.0584,0,1.3693,1007150,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2481,MITT US,AG Mortgage Investment Trust I,,80,-1.5,126,10.0513,20,-1.799999952,201.03,6/30/2011,1228501,1.6,126,10.0513,36.4812,8048570,20 - 20,Priced Within Range,Financial,REITS,REITS-Mortgage
2482,MIW US,Eaton Vance Michigan Municipal,,,,20.25,0,15,1,0,11/25/2002,27828M104,,20.25,0,,,15 - 15,Priced Within Range,Funds,Debt Fund,Unclassified
2483,MJN US,Mead Johnson Nutrition Co,-8,14.5,14.3,828,76.8446,24,10.125,1844.27,2/11/2009,582839106,3.7,828,76.8446,0.288165,529186,21 - 24,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Vitamins&Nutrition Prod
2484,MKTG US,Responsys Inc,20.6,4.6,0.4,91.0506,45.0746,12,28.33333397,540.9,4/21/2011,761248103,0.5,91.0506,45.0746,,,8.50 - 10,Priced Above Range,Communications,Internet,Internet Infrastr Sftwr
2485,MKTO US,Marketo Inc,39.9,-34,-32.7,90.5895,36.693,13,77.69230652,477.01,5/17/2013,57063L107,0.0529362,90.5895,36.693,,,13-Nov,Priced Within Range,Communications,Internet,E-Marketing/Info
2486,MKTX US,MarketAxess Holdings Inc,1.4,36.9,15.3,63.25,22.8158,11,59,250.97,11/5/2004,57060D108,7.5,63.25,22.8158,115.757,43567400,8.50 - 10.50,Priced Above Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance
2487,MLNTQ US,Melinta Therapeutics Inc,184.7,-163,-89,57.96,21.029,6,1,126.17,2/3/2012,58549G209,-18.6,57.96,21.029,24.8256,3413690,13-Nov,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
2488,MLTX US,MoonLake Immunotherapeutics,,,,115,14.4,10,4.900000095,144,10/20/2020,61559X104,-0.0412746,115,14.4,84.1788,32810900,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2489,MM US,Millennial Media Inc,14.2,-50.3,-44.4,152.49,74.89,13,92.30769348,973.57,3/29/2012,60040N105,-0.0934105,152.49,74.89,,,11-Sep,Priced Above Range,Communications,Advertising,Advertising Services
2490,MMD US,MainStay MacKay DefinedTerm Mu,,,,550.376,0,20,0,0,6/27/2012,56064K100,,550.376,0,51.1455,14256900,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
2491,MMDMU US,Modern Media Acquisition Corp,,,0.3,207,20.7,10,1.100000024,207,5/12/2017,60765P202,-0.2,207,20.7,,,10-Oct,Priced Within Range,Communications,Internet,Internet Content-Info/Ne
2492,MMI US,Marcus & Millichap Inc,80.8,10.9,19.1,82.8,36.6009,12,11.83333302,439.21,10/31/2013,566324109,6.4,82.8,36.6009,101.53,39968100,14 - 16,Priced Below Range,Financial,Real Estate,Real Estate Mgmnt/Servic
2493,MMLP US,Martin Midstream Partners LP,31.2,-0.0239112,3.6,55.1,3.335,19,-6.842105389,55.1,11/1/2002,573331105,0.9,55.1,3.335,54.2205,21065100,19 - 21,Priced Within Range,Energy,Pipelines,Pipelines
2494,MMP US,Magellan Midstream Partners LP,17.7,35.9,13.7,98.9,5.67969,21.5,11.6279068,122.11,2/6/2001,559080106,5.4,98.9,5.67969,58.9397,120789000,20 - 22,Priced Within Range,Energy,Pipelines,Pipelines
2495,MMRF US,MMRGlobal Inc,-92.5,-1565.3,-207.5,43.995,20.016,7,-2.857142925,140.11,2/2/2005,55314U207,-0.00468272,43.995,20.016,,,8-Jul,Priced Within Range,Communications,Internet,E-Commerce/Services
2496,MN US,Manning & Napier Inc,14.6,17.2,11.1,163.006,13.5839,12,0,163.01,11/18/2011,56382Q102,1.7,163.006,13.5839,75.9074,14516800,15 - 17,Priced Below Range,Financial,Diversified Finan Serv,Invest Mgmnt/Advis Serv
2497,MNCLU US,Monocle Acquisition Corp,,,,172.5,17.9,10,0.050000001,179,2/7/2019,609754205,-0.1,172.5,17.9,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
2498,MNDT US,Mandiant Inc,20.9,189.5,27.4,349,119.746,20,80,2394.92,9/20/2013,562662106,0.2,349,119.746,23.3523,54849000,15 - 17,Priced Above Range,Communications,Internet,Internet Security
2499,MNE US,BlackRock Muni New York Interm,,,,62.625,0,15,0,0,7/30/2003,09255F109,,62.625,0,13.2612,558274,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
2500,MNGLU US,Blue Wolf Mongolia Holdings Co,,,-0.6,80.5,8.05,10,0.300000012,80.5,7/15/2011,N.A.,-0.0632057,80.5,8.05,,,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
2501,MNKD US,MannKind Corp,15.8,-107.2,-36.6,91.7994,32.3915,14,0.571428597,453.48,7/28/2004,56400P706,-0.2,91.7994,32.3915,46.4735,122316000,13 - 15,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Therapeutics
2502,MNRL US,Brigham Minerals Inc,75.7,42.2,19.5,300.15,21.0317,18,10.66666698,378.571,4/18/2019,10918L103,2.4,300.15,21.0317,94.7653,51339500,15 - 18,Priced Within Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
2503,MNTA US,Momenta Pharmaceuticals Inc,-68.4,-1215.2,-45.4,39.9912,24.5632,6.5,20.15384674,159.66,6/21/2004,60877T100,-2,39.9912,24.5632,20.1116,23925900,6.50 - 7,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Generic Drugs
2504,MNTV US,Momentive Global Inc,18.1,-27.7,-14.7,207,124.475,12,43.66666794,1493.7,9/26/2018,60878Y108,0.3,207,124.475,102.451,152306000,11-Sep,Priced Above Range,Technology,Software,Enterprise Software/Serv
2505,MNTX US,Manitex International Inc,26.2,-2.1,-6.4,17.25,4.5,6,15,27,2/15/2005,563420108,0.3,17.25,4.5,53.0199,10658100,7-May,Priced Within Range,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale
2506,MOBL US,MobileIron Inc,6.2,-23.8,-23.3,115,76.3155,9,22.44444466,686.84,6/12/2014,60739U204,-0.0218781,115,76.3155,5.79583,6872940,10-Aug,Priced Within Range,Technology,Software,Enterprise Software/Serv
2507,MODN US,Model N Inc,13.3,-13,-7.5,120.141,22.4486,15.5,28.90322495,347.95,3/20/2013,607525102,0.6,120.141,22.4486,114.725,42494700,14.50 - 14.50,Priced Above Range,Technology,Software,Applications Software
2508,MODV US,ModivCare Inc,46.3,-0.3,-2.7,59.34,7.70134,12,16.66666603,92.42,8/19/2003,60783X104,13.2,59.34,7.70134,114.458,16182400,12-Oct,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical-Outptnt/Home Med
2509,MOH US,Molina Healthcare Inc,42.9,2.3,7,132.825,25.3988,17.5,14.28571415,444.48,7/2/2003,60855R100,36.6,132.825,25.3988,117.062,68364400,16 - 18,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical-HMO
2510,MORF US,Morphic Holding Inc,-55.9,-482.6,-13.5,103.5,30.4964,15,20,457.446,6/27/2019,61775R105,-2.3,103.5,30.4964,92.0601,35491500,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
2511,MORN US,Morningstar Inc,22.3,11.3,4,161.956,38.4466,18.5,8.378377914,711.26,5/3/2005,617700109,10.4,161.956,38.4466,62.6946,26611500,16 - 19,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Commercial Serv-Finance
2512,MOSC/U US,Vivint Smart Home Inc,18.1,-20.6,-4.2,345,34.5,10,1.5,345,10/19/2017,61946M209,0.3,345,34.5,3.92522,1354200,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Protection-Safety
2513,MOTNU US,DocGo Inc,,7.4,7.6,115,13,10,-1.200000048,130,10/15/2020,61980M206,-0.0242536,115,13,13.8688,1594910,10-Oct,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Services,Medical-Outptnt/Home Med
2514,MOTS US,Motus GI Holdings Inc,298.9,-4867.7,-77.9,17.5,15.573,5,-12.39999962,77.865,2/14/2018,62014P405,-6.1,17.5,15.573,5.28202,245909,7-May,Priced Within Range,"Consumer, Non-cyclical",Healthcare-Products,Medical Products
2515,MOTV/U US,Forge Global Holdings Inc,,,-19.5,414,41.4,10,2.599999905,414,12/11/2020,N.A.,-0.0274381,414,41.4,,,10-Oct,Priced Within Range,Financial,Diversified Finan Serv,Finance-Invest Bnkr/Brkr
2516,MPG US,Metaldyne Performance Group In,-8.4,3.4,3,171.715,67.0733,15,0.733333349,1006.1,12/12/2014,59116R107,4.7,171.715,67.0733,0.00109682,745,18 - 21,Priced Below Range,"Consumer, Cyclical",Auto Parts&Equipment,Auto/Trk Prts&Equip-Orig
2517,MPLX US,MPLX LP,32.4,30.6,11,437.69,39.5465,22,23.63636398,870.02,10/26/2012,55336V100,4.7,437.69,39.5465,25.3689,254512000,19 - 21,Priced Above Range,Energy,Pipelines,Pipelines
2518,MPOYQ US,Amplify Energy Corp,69.6,-9.3,0.6,358.8,65.6344,13,15.38461494,853.25,4/20/2012,59804T308,1.6,358.8,65.6344,0.00612013,659,16 - 18,Priced Below Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
2519,MPSX US,Multi Packaging Solutions Inte,2.7,0.1,0.9,246.675,77.4394,13,21.76922989,967.712,10/22/2015,N.A.,1.8,246.675,77.4394,0.00135268,1051,15 - 17,Priced Below Range,Industrial,Packaging&Containers,Containers-Paper/Plastic
2520,MPW US,Medical Properties Trust Inc,23.6,42.4,6.4,145.812,37.6359,10.5,4.761904716,395.18,7/7/2005,58463J304,1.3,145.812,37.6359,91.8428,549220000,12-Oct,Priced Within Range,Financial,REITS,REITS-Health Care
2521,MPWR US,Monolithic Power Systems Inc,43,20,22.8,53.4295,26.684,8.5,15.76470566,226.81,11/19/2004,609839105,6.9,53.4295,26.684,104.035,48836300,9-Jul,Priced Within Range,Technology,Semiconductors,Electronic Compo-Semicon
2522,MR US,Montage Resources Corp,23.1,5,-7.6,818.1,160,27,-4.629629612,4320,6/20/2014,61179L100,7.6,818.1,160,0.251669,90661.3,27 - 30,Priced Within Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
2523,MRACU US,Enjoy Technology Inc,,-272.3,-98.9,373.75,37.375,10,6,325,12/15/2020,N.A.,-3.6,373.75,37.375,5.25422,1963770,10-Oct,Priced Within Range,Technology,Computers,Computer Services
2524,MRAM US,Everspin Technologies Inc,31.2,7.8,20.2,40,12.492,8,0.25,99.936,10/7/2016,30041T104,0.4,40,12.492,51.1515,10405500,8-Aug,Priced Within Range,Technology,Computers,Computers-Memory Devices
2525,MRBK US,Meridian Corp,6.6,23.5,1.3,39.9993,0,17,7.352941036,0,11/7/2017,58958P104,27.4,39.9993,0,57.3177,3324730,17 - 19,Priced Within Range,Financial,Banks,Commer Banks-Eastern US
2526,MRC US,MRC Global Inc,4.1,-0.5,2.7,477.273,101.487,21,0.190476194,2131.23,4/12/2012,55345K103,0.6,477.273,101.487,100.883,84346600,21 - 23,Priced Within Range,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale
2527,MRCC US,Monroe Capital Corp,-12.5,60.3,1.3,86.25,5.0001,15,1.666666627,75,10/25/2012,610335101,0.9,86.25,5.0001,20.0262,4338940,15 - 15,Priced Within Range,Financial,Investment Companies,Investment Companies
2528,MRD US,Range Resources-Louisiana Inc,15.9,8.2,-3.4,935.18,192.5,19,16.63157845,3657.5,6/13/2014,58605Q109,3.2,935.18,192.5,,,16 - 18,Priced Above Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
2529,MRIN US,Marin Software Inc,-18.5,-53,-38.1,120.75,30.9113,14,16.1428566,432.76,3/22/2013,56804T205,-0.6,120.75,30.9113,14.7968,2384530,13-Nov,Priced Above Range,Communications,Advertising,Advertising Services
2530,MRLN US,Marlin Business Services Corp,-23.3,0.2,3.4,70.84,10.7456,14,15.35714245,150.44,11/12/2003,571157106,5,70.84,10.7456,34.0132,4090560,13 - 15,Priced Within Range,Financial,Diversified Finan Serv,Finance-Commercial
2531,MRNA US,Moderna Inc,2199.1,66,50,604.348,324.411,23,-19.13043404,7461.45,12/7/2018,60770K107,33.8,604.348,324.411,72.3472,277944000,22 - 24,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2532,MRNS US,Marinus Pharmaceuticals Inc,793.1,-643.7,-8,46.064,13.9122,8,0,111.3,7/31/2014,56854Q200,-1.5,46.064,13.9122,68.7902,32828700,14-Dec,Priced Below Range,"Consumer, Non-cyclical",Pharmaceuticals,Medical-Drugs
2533,MRSN US,Mersana Therapeutics Inc,-94.8,-395488,-78.2,75,22.6456,15,-6.666666508,339.684,6/28/2017,59045L106,-1.9,75,22.6456,101.812,101582000,14 - 16,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2534,MRT US,MedEquities Realty Trust Inc,-6.2,9.8,0.3,256.319,31.6846,12,-3.416666746,380.215,9/29/2016,58409L306,0.7,256.319,31.6846,5.71206,1818760,14-Dec,Priced Within Range,Financial,REITS,REITS-Health Care
2535,MRVI US,Maravai LifeSciences Holdings,181.3,22.7,11.5,1863,90.3798,27,10.55555534,2440.25,11/20/2020,56600D107,3.2,1863,90.3798,101.206,133126000,24 - 27,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2536,MSBI US,Midland States Bancorp Inc,0.5,29.3,1.2,92.0612,15.3948,22,-0.454545468,326.678,5/24/2016,597742105,14.8,92.0612,15.3948,63.2499,14009500,22 - 24,Priced Within Range,Financial,Banks,Commer Banks-Central US
2537,MSCI US,MSCI Inc,20.5,35.5,17.1,289.8,16.1,18,38.72222137,289.8,11/15/2007,55354G100,11.3,289.8,16.1,97.5423,77993000,16 - 18,Priced Within Range,Technology,Software,Decision Support Softwar
2538,MSMAU US,Millstream II Acquisition Corp,,,,24.6,0,6,-0.5,0,12/20/2004,601317209,,24.6,0,,,,,Diversified,Holding Companies-Divers,Specified Purpose Acquis
2539,MSNWQ US,HNI Holdco Inc,,,-44.8,170.703,28.809,19,13.15789509,547.37,4/18/2002,58463F104,,170.703,28.809,,,15 - 17,Priced Above Range,"Consumer, Non-cyclical",Commercial Services,Human Resources
2540,MSP US,Datto Holding Corp,19.2,8.3,2.2,683.1,160.849,27,0.370370358,4342.92,10/21/2020,23821D100,0.7,683.1,160.849,0.165145,273281,24 - 27,Priced Within Range,Technology,Software,Applications Software
2541,MSSR US,McCormick & Schmick's Seafood,,,-18.4,72,13.7823,12,2.833333254,165.39,7/20/2004,579793100,,72,13.7823,,,14 - 16,Priced Below Range,"Consumer, Cyclical",Retail,Retail-Restaurants
2542,MSV US,Manufacturers Services Ltd,,,-3,176,30.9478,16,32.8125,495.16,6/23/2000,565005105,,176,30.9478,,,17 - 19,Priced Below Range,Industrial,Electronics,Electronic Compo-Misc
2543,MSVB US,Mid-Southern Bancorp Inc,5.8,19.7,0.7,25.599,0,10,13.3748188,0,7/12/2018,59548Q107,0.8,25.599,0,24.1855,694023,10-Oct,Priced Within Range,Financial,Banks,Commer Banks-Central US
2544,MTACU US,MedTech Acquisition Corp/NY,,,1.9,250,25,10,3.599999905,250,12/18/2020,58507N204,-0.0556196,250,25,14.3886,3597160,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
2545,MTBC US,CareCloud Inc,32.8,2,6.1,20.4,10.9829,5,-14.39999962,54.91,7/23/2014,14167R100,0.9,20.4,10.9829,20.6236,3138950,5-May,Priced Within Range,Technology,Software,Medical Information Sys
2546,MTCR US,Metacrine Inc,,,-72.5,85.02,25.9215,13,-9.538461685,336.979,9/16/2020,5.91E+107,-1.7,85.02,25.9215,47.2752,20124800,14-Dec,Priced Within Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2547,MTCT US,BAE Modern Technologies Inc,2.4,1.7,5.6,97.75,12.3875,17,11.76470566,210.59,6/28/2002,55377A106,0.9,97.75,12.3875,,1900,15 - 17,Priced Within Range,Industrial,Aerospace/Defense,Aerospace/Defense
2548,MTDR US,Matador Resources Co,83.6,35.6,25.3,178.596,56.2699,12,-2.083333254,675.24,2/2/2012,576485205,9,178.596,56.2699,96.3733,113876000,14 - 16,Priced Below Range,Energy,Oil&Gas,Oil Comp-Explor&Prodtn
2549,MTECU US,MTech Acquisition Corp,,,0.1,57.5,5.975,10,0.699999988,59.75,1/30/2018,55378W206,-0.3,57.5,5.975,,,10-Oct,Priced Within Range,Technology,Software,Computer Software
2550,MTEM US,Molecular Templates Inc,105.3,-214.5,-44.9,42.7859,29.2549,7,2,204.78,2/4/2005,608550109,-0.5,42.7859,29.2549,74.5913,42033500,10-Aug,Priced Below Range,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2551,MTGE US,MTGE Investment Corp,109.4,68.8,1.1,160,10.0061,20,-7.949999809,200.12,8/4/2011,55378A105,2.1,160,10.0061,0.344548,157795,20 - 20,Priced Within Range,Financial,REITS,REITS-Mortgage
2552,MTNB US,Matinas BioPharma Holdings Inc,-78.9,-69850.9,-42,14.915,32,0,,0,6/3/2014,576810105,-0.0724311,14.915,32,13.9284,30205700,1-Jan,,"Consumer, Non-cyclical",Biotechnology,Medical-Biomedical/Gene
2553,MTSI US,MACOM Technology Solutions Hol,11.2,65.1,32.5,131.1,45.2597,19,8.157895088,859.93,3/15/2012,55405Y100,2.5,131.1,45.2597,79.7096,56329500,17 - 19,Priced Within Range,Technology,Semiconductors,Electronic Compo-Semicon
2554,MTT US,Western Asset Municipal Define,,,,238.2,0,20,0,0,3/27/2009,95768A109,,238.2,0,6.18977,755179,20 - 20,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
2555,MTWVQ US,Metawave Communications Corp,-30.8,-255,-83.2,56.25,36.8445,9,50.69444275,331.6,4/27/2000,591409107,-1.2,56.25,36.8445,,,13-Nov,Priced Below Range,Communications,Telecommunications,Wireless Equipment
2556,MUDSU US,Mudrick Capital Acquisition Co,,,-1.4,316.25,31.625,10,0.5,316.25,12/8/2020,62477L206,-0.0509496,316.25,31.625,0.349543,110543,10-Oct,Priced Within Range,Diversified,Holding Companies-Divers,Specified Purpose Acquis
2557,MUI US,BlackRock Municipal Income Fun,,,,569.625,0,15,0,0,7/30/2003,09253X102,,569.625,0,42.4526,31360100,15 - 15,Priced Within Range,Financial,Closed-end Funds,Closed-end Funds
2558,MULE US,MuleSoft Inc,57.9,-26.9,-23,254.15,14.95,17,45.58823395,2141.86,3/17/2017,625207105,0.0185586,254.15,14.95,0.100727,95103,14 - 16,Priced Above Range,Technology,Software,Enterprise Software/Serv
2559,MVE/U US,Smart Move Inc,38.8,-220.3,-86.9,16.56,10.1599,5,1,50.8,12/7/2006,831920202,-0.5,16.56,10.1599,,,,,Industrial,Transportation,Transport-Services
2560,MVO US,MV Oil Trust,77.8,93.7,213.3,172.5,12.625,20,11.85000038,252.5,1/19/2007,553859109,,172.5,12.625,4.45189,511967,19 - 21,Priced Within Range,Energy,Oil&Gas,Oil-US Royalty Trusts
2561,MWA US,Mueller Water Products Inc,12.2,6.1,5,460,28.75,16,4.6875,460,5/26/2006,624758108,0.3,460,28.75,111.882,174361000,16 - 18,Priced Within Range,Industrial,Machinery-Diversified,Machinery-Pumps
2562,MWE US,MarkWest Energy Partners LP,28.1,6.2,-0.4,49.5075,5,20.5,0.243902445,102.5,5/21/2002,570759100,3.9,49.5075,5,,,19 - 21,Priced Within Range,Energy,Pipelines,Pipelines
2563,MWIV US,MWI Veterinary Supply Inc,26.9,2.4,7.5,84.7167,9.89373,17,25,168.19,8/3/2005,55402X105,4.6,84.7167,9.89373,,,14 - 16,Priced Above Range,"Consumer, Cyclical",Distribution/Wholesale,Distribution/Wholesale
2564,MWRX US,MergeWorthRx Corp,,,,52.8,8.8843,8,0.125,71.0744,6/27/2013,58952R106,,52.8,8.8843,,,8-Aug,Priced Within Range,"Consumer, Non-cyclical",Commercial Services,Inactive/Unknown
2565,MXL US,MaxLinear Inc,86.4,4.7,10.9,103.75,30.4111,14,33.57143021,425.76,3/24/2010,57776J100,2.2,103.75,30.4111,94.2085,74015800,13-Nov,Priced Above Range,Technology,Semiconductors,Semicon Compo-Intg Circu
2566,MXN US,First American Minnesota Munic,,,,20.25,0,15,0,0,10/31/2002,31849P104,,20.25,0,,,15 - 15,Priced Within Range,Funds,Debt Fund,Unclassified
2567,MXPT US,MaxPoint Interactive Inc,6.4,-11.9,-18.9,74.75,25.5662,11.5,-15.13043499,294.011,3/6/2015,57777M201,-0.8,74.75,25.5662,,,10.50 - 12.50,Priced Within Range,Communications,Internet,Internet Content-Info/Ne
