,Date,Company Name,Ticker,Sector,Price ($),Size (M),1,2,3,Rank,Turnover,Gain,Year
62,Feb 17,Virpax Pharmaceuticals Inc.,VRPX,Health-Care,10.0,1.0,TEq,,,,103.8%,-34.7%,2021
63,Feb 17,ABG Acquisition Corp. I,ABGI,Finance,10.0,13.0,JEFF,,,,35.3%,3.4%,2021
64,Feb 24,BriaCell Therapeutics Corp.,BCTX,Health-Care,4.3,5.0,TEq,,,,43.3%,-8.2%,2021
65,Feb 25,,,,27.0,6.0,MS,CS,CNCD,,46.2%,14.4%,2021
66,Feb 26,ARYA Sciences Acquisition Corp IV,ARYD,Finance,10.0,13.0,GS,JEFF,,,16.7%,11.3%,2021
67,Mar 3,Oscar Health Inc.,OSCR,Health-Care,39.0,37.0,GS,MS,ALLN,,55.6%,-10.8%,2021
68,Mar 4,Khosla Ventures Acquisition Co.,KVSA,Finance,10.0,30.0,GS,PPRJ,,,28.1%,2.5%,2021
69,Mar 4,InnovAge Holding Corp.,INNV,Health-Care,21.0,16.0,JPM,BRCL,GS,,53.5%,15.2%,2021
70,Mar 5,Lerer Hippeau Acquisition Corp.,LHAA,Finance,10.0,20.0,BRCL,,,,14.4%,0.2%,2021
71,Mar 9,,,,10.0,28.0,CITI,UBS,DB,,23.7%,2.5%,2021
72,Mar 9,SVF Investment Corp. 2,SVFB,Finance,10.0,28.0,CITI,UBS,DB,,19.5%,3.3%,2021
73,Mar 10,Vector Acquisition Corporation II,VAQC,Finance,10.0,45.0,DB,BAML,,,26.9%,0%,2021
74,Mar 10,Roblox Corporation,RBLX,Technology,45.0,198.0,GS,MS,,,48.4%,54.4%,2021
75,Mar 11,First High-School Education Group Co. Ltd.,FHS,Consumer-Services,10.0,7.0,BNCH,,MXIM,,43.9%,-12%,2021
76,Mar 12,Prometheus Biosciences Inc.,RXDX,Health-Care,19.0,10.0,CS,Stifel,GGNH,,39.2%,33.1%,2021
77,Mar 12,MeaTech 3D Ltd.,MITC,Consumer-Non-Durables,10.3,2.0,HCW,,,,45.3%,-2.9%,2021
78,Mar 12,JOANN Inc.,JOAN,Capital-Goods,12.0,10.0,BAML,CS,GGNH,,48.8%,2.1%,2021
79,Mar 12,Hayward Holdings Inc.,HAYW,Consumer-Durables,17.0,40.0,BAML,GS,NMRA,,26.4%,0%,2021
80,Mar 17,Sun Country Airlines Holdings Inc.,SNCY,Consumer-Services,24.0,9.0,BRCL,MS,DB,,69.9%,51.6%,2021
81,Mar 17,Olo Inc.,OLO,Technology,25.0,18.0,GS,JPM,RBC,,81.5%,39%,2021
82,Mar 17,Jowell Global Ltd.,JWEL,Consumer-Services,7.0,3.0,NONE,,,,43.7%,24.4%,2021
83,Mar 18,Tuya Inc.,TUYA,Technology,21.0,43.0,MS,BAML,CICC,,61.8%,19%,2021
84,Mar 18,Research Alliance Corp. II,RACB,Finance,10.0,13.0,JEFF,,,,8.9%,2.1%,2021
85,Mar 18,Gain Therapeutics Inc.,GANX,Health-Care,11.0,3.0,BTIG,OPPN,,,66.4%,1.8%,2021
86,Mar 18,Duckhorn Portfolio Inc.,NAPA,Consumer-Non-Durables,15.0,20.0,JPM,CS,JEFF,,59.3%,14.5%,2021
87,Mar 19,Instil Bio Inc.,TIL,Health-Care,20.0,18.0,MS,JEFF,COWN,,24.6%,32.2%,2021
88,Mar 19,Finch Therapeutics Group Inc.,FNCH,Health-Care,17.0,7.0,BAML,JEFF,EVCR,,28.1%,25.4%,2021
89,Mar 19,Connect Biopharma Holdings Ltd.,CNTB,Health-Care,17.0,11.0,JEFF,PPRJ,CICC,,28.4%,8.8%,2021
90,Mar 19,AFC Gamma Inc.,AFCG,Finance,19.0,6.0,JMPS,LDNT,,,22.2%,21.1%,2021
91,Mar 23,Universe Pharmaceuticals INC,UPC,Health-Care,5.0,5.0,UnSec,,,,100%,-5%,2021
92,Mar 23,Movano Inc.,MOVE,Health-Care,5.0,8.0,NTNL,,,,19%,32%,2021
93,Mar 23,Dragoneer Growth Opportunities Corp. III,DGNU,Finance,10.0,40.0,CITI,GS,JPM,,32.7%,0%,2021
94,Mar 24,Khosla Ventures Acquisition Co. III,KVSC,Finance,10.0,50.0,GS,CITI,,,12.7%,-2.5%,2021
95,Mar 24,,,,10.0,40.0,CITI,GS,,,24.1%,0%,2021
96,Mar 24,DigitalOcean Holdings Inc.,DOCN,Technology,47.0,16.0,MS,GS,JPM,,54.8%,-9.6%,2021
97,Mar 24,ACV Auctions Inc.,ACVA,Miscellaneous,25.0,16.0,GS,JPM,CITI,,68.3%,25%,2021
98,Mar 25,Vizio Holding Corp.,VZIO,Consumer-Non-Durables,21.0,12.0,JPM,BAML,WLFG,,30.6%,-1.2%,2021
99,Mar 25,SEMrush Holdings Inc.,SEMR,Technology,14.0,10.0,GS,JPM,KEYB,,58.5%,-19.9%,2021
100,Mar 25,Olink Holding AB,OLK,Health-Care,20.0,17.0,GS,MS,SVB,,4.4%,61%,2021
101,Mar 25,LAVA Therapeutics BV,LVTX,Health-Care,15.0,6.0,JPM,JEFF,SVB,,6.9%,-16.7%,2021
102,Mar 25,Diversey Holdings Ltd.,DSEY,Miscellaneous,15.0,46.0,CITI,MS,BRCL,,35%,-0.1%,2021
103,Mar 25,Cricut Inc.,CRCT,Capital-Goods,20.0,15.0,GS,MS,CITI,,13.5%,-10%,2021
104,Mar 26,Zhihu Inc.,ZH,Miscellaneous,9.5,55.0,CS,GS,JPM,,18.1%,-16.6%,2021
105,Mar 26,ThredUp Inc.,TDUP,Technology,14.0,12.0,GS,MS,BRCL,,12.7%,124.3%,2021
106,Mar 26,Ikena Oncology Inc. (formerly KYN Therapeutics),IKNA,Health-Care,16.0,7.0,JEFF,COWN,CS,,32.1%,100%,2021
107,Mar 26,Hywin Holdings Ltd.,HYW,Finance,10.0,3.0,NONE,AXND,VCL,,71.1%,-1%,2021
108,Mar 26,Edgewise Therapeutics Inc.,EWTX,Health-Care,16.0,11.0,JPM,GS,SVB,,5.9%,124.9%,2021
109,Mar 26,Design Therapeutics Inc.,DSGN,Health-Care,20.0,12.0,GS,SVB,PS,,4%,70.1%,2021
110,Mar 26,Alignment Healthcare Inc.,ALHC,Health-Care,18.0,27.0,GS,MS,JPM,,5.5%,5.6%,2021
111,Mar 31,Coursera Inc.,COUR,Technology,33.0,15.0,MS,GS,CITI,,66%,36.4%,2021
112,Mar 31,Achilles Therapeutics plc,ACHL,Health-Care,18.0,9.0,JPM,BAML,PS,,21.5%,-8.1%,2021
113,Apr 1,Smart Share Global Limited,EM,Technology,8.5,17.0,GS,CITI,CRNS,,49.8%,0.5%,2021
114,Apr 1,Karooooo Ltd. (Cartrack),KARO,Technology,28.0,1.0,MS,BAML,WB,,719.2%,21.4%,2021
115,Apr 1,Frontier Group Holdings Inc.,ULCC,Transportation,19.0,30.0,CITI,BRCL,DB,,34.3%,-0.8%,2021
116,Apr 1,Compass Inc.,COMP,Technology,18.0,25.0,GS,MS,BRCL,,54.3%,11.9%,2021
117,Apr 6,UTime Limited,UTME,Technology,4.0,3.0,BOTD,,,,44.8%,875%,2021
118,Apr 7,,,,10.0,15.0,COWN,,,,18.3%,0%,2021
119,Apr 9,VectivBio Holding AG,VECT,Health-Care,17.0,7.0,BAML,SVB,CS,,46.8%,113.3%,2021
120,Apr 9,,,,10.0,25.0,DB,JPM,GS,,8.4%,1.2%,2021
121,Apr 9,Reneo Pharmaceuticals Inc.,RPHM,Health-Care,15.0,6.0,JEFF,SVB,PS,,29.7%,-7%,2021
122,Apr 14,TPG Pace Beneficial II Corp.,YTPG,Finance,10.0,35.0,DB,JPM,MS,,6.3%,1.1%,2021
123,Apr 14,Coinbase Global Inc.,COIN,Finance,381.0,114.0,GS,JPM,ALLN,,70.6%,-13.8%,2021
124,Apr 14,Alkami Technology Inc.,ALKT,Technology,30.0,6.0,GS,JPM,BRCL,,95.6%,43.3%,2021
125,Apr 15,TuSimple Holdings Inc.,TSP,Technology,40.0,33.0,MS,CITI,JPM,,70.1%,0%,2021
126,Apr 15,Karat Packaging Inc.,KRT,Consumer-Non-Durables,16.0,3.0,Stifel,WB,NTNL,,49.7%,16%,2021
127,Apr 15,Esports Technologies Inc.,EBET,Consumer-Services,6.0,2.0,BOTD,,,,255.3%,507%,2021
128,Apr 15,AppLovin Corporation,APP,Technology,80.0,25.0,MS,JPM,KKR,,45.8%,-18.5%,2021
129,Apr 15,agilon health inc.,AGL,Health-Care,23.0,46.0,JPM,GS,BAML,,31.2%,34.8%,2021
130,Apr 16,Recursion Pharmaceuticals Inc.,RXRX,Health-Care,18.0,24.0,GS,JPM,BAML,,23.5%,73.9%,2021
131,Apr 16,Biomea Fusion Inc.,BMEA,Health-Care,17.0,9.0,JPM,JEFF,PS,,39.9%,9.4%,2021
132,Apr 16,Akoya Biosciences Inc.,AKYA,Health-Care,20.0,6.0,JPM,MS,PS,,57.8%,30.3%,2021
133,Apr 20,Infobird Co. Ltd,IFBD,Technology,4.0,6.0,WPRK,,,,61.5%,18.5%,2021
134,Apr 21,UiPath Inc.,PATH,Technology,56.0,23.0,MS,JPM,BAML,,98.6%,23.2%,2021
135,Apr 21,SkyWater Technology Inc.,SKYT,Technology,14.0,7.0,JEFF,COWN,PS,,102.9%,23.9%,2021
136,Apr 21,DoubleVerify Holdings Inc.,DV,Technology,27.0,13.0,GS,JPM,BRCL,,75.5%,33.3%,2021
137,Apr 22,Zymergen Inc.,ZY,Health-Care,31.0,16.0,JPM,GS,BAML,,32.7%,21.5%,2021
138,Apr 22,NeuroPace Inc.,NPCE,Health-Care,17.0,6.0,JPM,MS,,,69%,46.8%,2021
139,Apr 22,KnowBe4 Inc.,KNBE,Technology,16.0,9.0,MS,GS,BAML,,65.3%,50.9%,2021
140,Apr 23,Treace Medical Concepts Inc.,TMCI,Health-Care,17.0,11.0,JPM,MS,,,45.5%,50.2%,2021
141,Apr 23,Rain Therapeutics Inc.,RAIN,Health-Care,17.0,7.0,GS,CITI,PS,,60.1%,-7.1%,2021
142,Apr 23,Latham Group Inc.,SWIM,Capital-Goods,19.0,20.0,BRCL,BAML,MS,,40.7%,43.4%,2021
143,Apr 23,Impel NeuroPharma Inc.,IMPL,Health-Care,15.0,5.0,COWN,GGNH,,,56.2%,0%,2021
144,Apr 23,Agiliti Inc.,AGTI,Health-Care,14.0,26.0,CITI,JEFF,UBS,,32.9%,17.1%,2021
145,Apr 28,FTC Solar Inc.,FTCI,Technology,13.0,19.0,BRCL,BAML,CS,,44.5%,9.7%,2021
146,Apr 29,Privia Health Group Inc.,PRVA,Health-Care,23.0,19.0,GS,JPM,CS,,51.8%,51.1%,2021
147,Apr 29,Endeavor Group Holdings Inc.,EDR,Consumer-Services,24.0,21.0,MS,GS,JPM,,74.9%,5%,2021
148,Apr 29,Aveanna Healthcare Holdings Inc.,AVAH,Health-Care,12.0,38.0,BRCL,JPM,BMO,,31.7%,-3.9%,2021
149,Apr 30,Werewolf Therapeutics Inc.,HOWL,Health-Care,16.0,7.0,JEFF,SVB,EVCR,,45.8%,0.6%,2021
150,Apr 30,Vaccitech plc,VACC,Health-Care,17.0,6.0,MS,JEFF,BRCL,,53.8%,-17.1%,2021
151,Apr 30,Red Cat Holdings Inc.,RCAT,Technology,4.0,4.0,TEq,,,,23%,1%,2021
152,Apr 30,ION Acquisition Corp 3 Ltd.,IACC,Finance,10.0,22.0,MS,GS,,,20.6%,0%,2021
153,May 5,The Honest Company Inc.,HNST,Consumer-Non-Durables,16.0,25.0,MS,JPM,JEFF,,58.1%,43.8%,2021
154,May 5,Five Star Bancorp,FSBC,Finance,20.0,5.0,KBW,,,,41.7%,21.3%,2021
155,May 6,Valneva SE,VALN,Health-Care,26.4,3.0,GS,JEFF,GGNH,,16.2%,7.3%,2021
156,May 7,Waterdrop Inc.,WDH,Finance,12.0,30.0,GS,MS,BAML,,33.3%,-19.2%,2021
157,May 7,Talaris Therapeutics Inc.,TALS,Health-Care,17.0,8.0,MS,SVB,EVCR,,33.4%,-4.4%,2021
158,May 7,Onion Global Limited,OG,Consumer-Non-Durables,7.3,9.0,,,,,26%,-3.4%,2021
159,May 7,Bowman Consulting Group Ltd.,BWMN,Capital-Goods,14.0,3.0,DAVD,,,,66.8%,0%,2021
160,May 7,Anebulo Pharmaceuticals Inc.,ANEB,Health-Care,7.0,3.0,BNCH,,,,43.8%,1.4%,2021
161,May 11,Flora Growth Corp.,FLGC,Health-Care,5.0,3.0,BOTD,,,,109.3%,-4.2%,2021
162,May 12,SimilarWeb Ltd.,SMWB,Technology,22.0,8.0,JPM,CITI,BRCL,,70.8%,-0.6%,2021
163,May 12,iPower Inc.,IPW,Consumer-Durables,5.0,3.0,DAVD,ROTH,TB,,114.5%,14.8%,2021
164,May 12,Global-E Online Ltd.,GLBE,Technology,25.0,15.0,GS,MS,JEFF,,69.7%,2%,2021
165,May 14,Vera Therapeutics Inc.,VERA,Health-Care,11.0,4.0,JEFF,COWN,EVCR,,14.8%,4.5%,2021
166,May 19,Squarespace Inc.,SQSP,Technology,50.0,40.0,RAYJ,JMPS,KEYB,,13.5%,-12.7%,2021
167,May 20,Procore Technologies Inc.,PCOR,Technology,67.0,9.0,GS,JPM,BRCL,,92.1%,31.3%,2021
168,May 20,Oatly Group AB,OTLY,Consumer-Services,17.0,84.0,MS,JPM,CS,,51.2%,18.8%,2021
169,May 25,Fifth Wall Acquisition Corp. III,FWAC,Finance,10.0,25.0,DB,GS,BAML,,18.6%,0%,2021
170,May 26,ZipRecruiter Inc.,ZIP,Technology,20.0,86.0,GS,JPM,,,19.2%,5.5%,2021
171,May 26,Paymentus Holdings Inc.,PAY,Miscellaneous,21.0,10.0,GS,JPM,BAML,,55.1%,36.2%,2021
172,May 26,Flywire Corporation,FLYW,Miscellaneous,24.0,10.0,GS,JPM,CITI,,73.9%,46.3%,2021
173,May 26,,,,10.0,20.0,JPM,,,,9.6%,-0.2%,2021
174,May 27,Singular Genomics Systems Inc.,OMIC,Health-Care,22.0,10.0,JPM,GS,BAML,,46.6%,16.9%,2021
175,May 27,FIGS Inc.,FIGS,Consumer-Services,22.0,26.0,GS,MS,BRCL,,49.5%,36.5%,2021
176,May 27,Day One Biopharmaceuticals Holding Company LLC,DAWN,Health-Care,16.0,10.0,JPM,COWN,PS,,19.6%,61.8%,2021
177,May 28,Centessa Pharmaceuticals plc,CNTA,Health-Care,20.0,16.0,MS,GS,,,23.2%,8.8%,2021
178,Jun 3,DLocal Limited,DLO,Technology,21.0,29.0,JPM,GS,CITI,,0%,-100%,2021
179,Jun 8,,,,11.5,3.0,MS,CS,CITI,,57.5%,47.7%,2021
180,Jun 9,Marqeta Inc.,MQ,Technology,27.0,45.0,GS,JPM,,,64.8%,13%,2021
181,Jun 10,Zeta Global Holdings Corp.,ZETA,Technology,10.0,21.0,GS,JPM,,,49.1%,-11.1%,2021
182,Jun 10,monday.com Ltd.,MNDY,Technology,155.0,3.0,GS,JPM,JEFF,,64.3%,15.4%,2021
183,Jun 10,LifeStance Health Group Inc.,LFST,Health-Care,18.0,40.0,MS,GS,JPM,,41%,21.7%,2021
184,Jun 10,1stdibs.com Inc.,DIBS,Consumer-Services,20.0,5.0,BAML,BRCL,ALLN,,94.5%,42.5%,2021
185,Jun 11,TaskUs Inc.,TASK,Technology,23.0,13.0,GS,JPM,BAML,,56.1%,35.2%,2021
186,Jun 11,Kanzhun Ltd.,BZ,Technology,19.0,48.0,GS,MS,UBS,,34.8%,95.8%,2021
187,Jun 11,Janux Therapeutics Inc.,JANX,Health-Care,17.0,11.0,BAML,COWN,EVCR,,20.9%,47.9%,2021
188,Jun 15,Alzamend Neuro Inc.,ALZN,Health-Care,5.0,2.0,SPRT,,,,20.4%,101.8%,2021
189,Jun 16,WalkMe Ltd.,WKME,Technology,31.0,9.0,MS,GS,CITI,,10%,-7.2%,2021
190,Jun 16,MOLECULAR PARTNERS AG,MOLN,Health-Care,21.3,3.0,JPM,SVB,COWN,,26.7%,-7%,2021
191,Jun 16,Convey Holding Parent Inc.,CNVY,Consumer-Services,14.0,13.0,BAML,GS,JPM,,7.3%,-9.7%,2021
192,Jun 17,Verve Therapeutics Inc.,VERV,Health-Care,19.0,14.0,JPM,GGNH,WB,,29.8%,68%,2021
193,Jun 17,Lyell Immunopharma Inc.,LYEL,Health-Care,17.0,25.0,GS,BAML,,,17.6%,-0.6%,2021
194,Jun 17,iSpecimen Inc.,ISPC,Health-Care,8.0,2.0,TEq,,,,85%,-10.6%,2021
195,Jun 17,Angel Oak Mortgage Inc.,AOMR,Finance,19.0,8.0,WLFG,BAML,MS,,18.4%,-1.8%,2021
196,Jun 18,Tremor International Ltd.,TRMR,Technology,19.0,6.0,RBC,Stifel,JMPS,,45.2%,-9.3%,2021
197,Jun 18,Femasys Inc.,FEMY,Health-Care,13.0,2.0,CHRD,JT,,,46.4%,-2.5%,2021
198,Jun 18,Cyteir Therapeutics Inc.,CYT,Health-Care,18.0,7.0,JPM,MS,BAML,,22.5%,-6.1%,2021
199,Jun 18,Codex DNA Inc.,DNAY,Health-Care,0.0,6.0,JEFF,COWN,KEYB,,55.6%,0%,2021
200,Jun 18,Century Therapeutics Inc.,IPSC,Health-Care,20.0,10.0,JPM,BAML,SVB,,23%,14.2%,2021
201,Jun 18,ATAI Life Sciences B.V.,ATA,Health-Care,15.0,15.0,CS,CITI,COWN,,58.5%,29.7%,2021
202,Jun 18,Ambrx Biopharma Inc.,AMAM,Health-Care,18.0,7.0,GS,BAML,COWN,,21.4%,-5.3%,2021
203,Jun 18,AiHuiShou International Co. Ltd.,RERE,Consumer-Services,14.0,16.0,GS,BAML,CRNS,,35.6%,22.9%,2021
204,Jun 22,Full Truck Alliance Co. Ltd.,YMM,Technology,19.0,82.0,MS,CICC,GS,,44.8%,13.2%,2021
205,Jun 23,Sprinklr Inc.,CXM,Technology,16.0,16.0,MS,JPM,CITI,,97.3%,10%,2021
206,Jun 23,First Advantage Corp.,FA,Miscellaneous,15.0,25.0,BRCL,BAML,JPM,,33.3%,31.3%,2021
207,Jun 23,Coliseum Acquisition Corp.,MITAU,Finance,10.0,15.0,Stifel,,,,16%,-1%,2021
208,Jun 24,Monte Rosa Therapeutics Inc.,GLUE,Health-Care,19.0,11.0,JPM,COWN,PS,,33.4%,11.5%,2021
209,Jun 24,Miromatrix Medical Inc.,MIRO,Health-Care,9.0,4.0,CHLM,,,,74.1%,69.3%,2021
210,Jun 24,GROVE INC.,GRVI,Consumer-Services,5.0,2.0,KCM,,,,259.9%,12%,2021
211,Jun 24,Doximity Inc.,DOCS,Technology,26.0,23.0,MS,GS,JPM,,21.4%,115.3%,2021
212,Jun 24,Confluent Inc.,CFLT,Technology,36.0,23.0,MS,JPM,GS,,52.2%,25.1%,2021
213,Jun 24,Bright Health Group Inc.,BHG,Health-Care,18.0,51.0,JPM,GS,MS,,25.3%,-7.6%,2021
214,Jun 24,Bon Natural Life Limited,BON,Capital-Goods,5.0,2.0,NWBR,TB,,,244.6%,44%,2021
215,Jun 25,Mister Car Wash Inc.,MCW,Consumer Services,15.0,37.0,BAML,MS,GS,,46.4%,35.3%,2021
216,Jun 25,Missfresh Limited,MF,Consumer-Services,13.0,21.0,JPM,CITI,CICC,,0%,-15.4%,2021
217,Jun 25,Graphite Bio Inc.,GRPH,Health-Care,17.0,14.0,MS,BAML,COWN,,27.9%,8.8%,2021
218,Jun 25,GH Research PLC,GHRS,Health-Care,16.0,10.0,COWN,Stifel,,,16.5%,20.3%,2021
219,Jun 25,Elevation Oncology Inc.,ELEV,Health-Care,16.0,6.0,JPM,COWN,SVB,,35.7%,-28.5%,2021
220,Jun 25,Alpha Teknova Inc.,TKNO,Health-Care,16.0,6.0,COWN,WB,,,59.6%,56.3%,2021
221,Jun 25,Acurx Pharmaceuticals LLC,ACXP,Health-Care,6.0,2.0,AXND,NONE,,,567.2%,31.5%,2021
222,Jun 29,,,,10.0,25.0,CITI,GS,UBS,,4.7%,-0.9%,2021
223,Jun 29,Dingdong (Cayman) Limited,DDL,Consumer-Services,23.5,3.0,MS,BAML,CS,,66.8%,0.1%,2021
224,Jun 30,Xometry Inc.,XMTR,Miscellaneous,44.0,6.0,GS,JPM,UBS,,67.1%,98.6%,2021
225,Jun 30,Social Capital Suvretta Holdings Corp. IV,DNAD,Finance,10.0,22.0,MS,,,,17.3%,1%,2021
226,Jun 30,Social Capital Suvretta Holdings Corp. III,DNAC,Finance,10.0,22.0,MS,,,,12.8%,1.1%,2021
227,Jun 30,Social Capital Suvretta Holdings Corp. II,DNAB,Finance,10.0,22.0,MS,,,,17.8%,1.2%,2021
228,Jun 30,Social Capital Suvretta Holdings Corp. I,DNAA,Finance,10.0,22.0,MS,,,,17.3%,1.1%,2021
229,Jun 30,SentinelOne Inc.,S,Technology,35.0,35.0,MS,GS,BAML,,58.8%,21.4%,2021
230,Jun 30,Pop Culture Group Co. Ltd,CPOP,Consumer-Services,6.0,6.0,NONE,,,,57.7%,405%,2021
231,Jun 30,LegalZoom.com Inc,LZ,Technology,28.0,19.0,JPM,MS,BRCL,,65.3%,35.2%,2021
232,Jun 30,Integral Ad Science Holding LLC,IAS,Technology,18.0,15.0,MS,JEFF,EVCR,,56.1%,14.3%,2021
233,Jun 30,Intapp Inc.,INTA,Technology,26.0,10.0,JPM,BAML,CS,,47.1%,7.7%,2021
234,Jun 30,,,,14.0,317.0,GS,MS,JPM,,90.9%,1%,2021
235,Jun 30,CVRx Inc.,CVRX,Health-Care,18.0,7.0,JPM,PS,WB,,7.9%,44.8%,2021
236,Jun 30,Clear Secure Inc.,YOU,Technology,31.0,13.0,GS,JPM,WLFG,,68.3%,29%,2021
237,Jun 30,Aerovate Therapeutics Inc.,AVTE,Health-Care,14.0,8.0,JEFF,COWN,EVCR,,13%,63.1%,2021
238,Jul 1,Torrid Holdings Inc.,CURV,Consumer-Non-Durables,21.0,11.0,MS,BAML,GS,,54.2%,15%,2021
239,Jul 1,The Glimpse Group Inc.,VRAR,Technology,7.0,1.0,KCM,,,,442.5%,152.3%,2021
240,Jul 1,Krispy Kreme Inc.,DNUT,Consumer-Non-Durables,17.0,29.0,JPM,MS,BAML,,139.1%,23.5%,2021
241,Jul 1,EverCommerce Inc.,EVCM,Technology,17.0,19.0,GS,JPM,RBC,,53.4%,3.5%,2021
242,Jul 1,Eco Wave Power Global AB,WAVE,Public-Utilities,8.0,1.0,A.G.P.,,,,64.3%,35.6%,2021
243,Jul 1,D-MARKET Electronic Services & Trading (Hepsiburada),HEPS,Consumer-Durables,12.0,56.0,MS,JPM,GS,,24.7%,11.9%,2021
244,Jul 1,Acumen Pharmaceuticals Inc.,ABOS,Health-Care,16.0,10.0,BAML,CS,Stifel,,22.5%,25.6%,2021
245,Jul 2,NYXOAH SA,NYXH,Health-Care,30.0,2.0,PS,Stifel,CNTR,,6.4%,0.4%,2021
246,Jul 8,Moving iMage Technologies Inc.,MITQ,Consumer-Services,3.0,4.0,BOTD,,,,59%,700%,2021
247,Jul 8,AltC Acquisition Corp. (formerly Churchill Capital Corp. VIII),ALCC,Finance,10.0,45.0,CITI,JPM,GS,,33.5%,-0.2%,2021
248,Jul 9,Transcode Therapeutics Inc.,RNAZ,Health-Care,4.0,6.0,TEq,,,,137.1%,32.3%,2021
249,Jul 9,Sentage Holdings Inc.,SNTG,Finance,5.0,4.0,NONE,,,,19.5%,597.8%,2021
250,Jul 13,ARYA Sciences Acquisition Corp V,ARYE,Finance,10.0,13.0,JEFF,GS,,,13.1%,0.5%,2021
251,Jul 15,Sight Sciences Inc.,SGHT,Health-Care,24.0,10.0,MS,BAML,CITI,,58.4%,39.6%,2021
252,Jul 15,Sera Prognostics INC.,SERA,Health-Care,16.0,4.0,CITI,COWN,WB,,70.3%,-25.6%,2021
253,Jul 15,Rapid Micro Biosystems Inc.,RPID,Health-Care,20.0,7.0,JPM,MS,COWN,,46.2%,7%,2021
254,Jul 15,Phillips Edison & Company Inc.,PECO,Finance,28.0,17.0,MS,BAML,JPM,,39.5%,-0.6%,2021
255,Jul 15,Membership Collective Group Inc.,MCG,Consumer-Services,14.0,30.0,JPM,MS,BAML,,28.9%,-9.6%,2021
256,Jul 15,F45 Training Holdings Inc.,FXLV,Consumer-Services,16.0,20.0,GS,JPM,,,47.9%,1.3%,2021
257,Jul 16,TScan Therapeutics Inc.,TCRX,Health-Care,15.0,6.0,MS,JEFF,COWN,,28.9%,-30%,2021
258,Jul 16,Stevanato Group S.p.A.,STVN,Health-Care,21.0,32.0,MS,BAML,JEFF,,39.2%,-6.3%,2021
259,Jul 16,Regencell Bioscience Holdings Limited,RGC,Health-Care,9.5,2.0,MXIM,,,,41.5%,10.5%,2021
260,Jul 16,Imago BioSciences Inc.,IMGO,Health-Care,16.0,8.0,JEFF,COWN,Stifel,,36.2%,1.8%,2021
261,Jul 16,Erasca Inc.,ERAS,Health-Care,16.0,18.0,JPM,MS,BAML,,23.6%,8.9%,2021
262,Jul 16,Bridge Investment Group Holdings Inc.,BRDG,Finance,16.0,18.0,MS,JPM,CITI,,45.2%,-2.2%,2021
263,Jul 16,Blend Labs Inc.,BLND,Technology,18.0,20.0,GS,ALLN,WLFG,,50.6%,16.1%,2021
264,Jul 20,HCW Biologics Inc.,HCWB,Health-Care,8.0,7.0,,,,,46.1%,-21.3%,2021
265,Jul 21,VTEX,VTEX,Technology,19.0,19.0,JPM,GS,MS,,55%,16.7%,2021
266,Jul 21,Twin Vee PowerCats Co.,VEEE,Consumer-Services,7.5,6.0,TEq,,,,194.3%,0%,2021
267,Jul 21,Paycor HCM Inc.,PYCR,Technology,23.0,18.0,GS,JPM,JEFF,,57.3%,13.3%,2021
268,Jul 21,Kaltura Inc.,KLTR,Technology,10.0,15.0,GS,BAML,WLFG,,43.6%,20%,2021
269,Jul 21,CS Disco Inc.,LAW,Technology,32.0,7.0,JPM,BAML,CITI,,70.5%,28.1%,2021
270,Jul 22,Zevia PBC,ZVIA,Consumer-Non-Durables,14.0,10.0,GS,BAML,MS,,43.6%,-2.5%,2021
271,Jul 22,Zenvia Inc.,ZENV,Technology,13.0,11.0,GS,MS,BRDS,,47.2%,-21.5%,2021
272,Jul 22,Ryan Specialty Group Holdings Inc.,RYAN,Finance,23.5,56.0,JPM,BRCL,GS,,27.9%,17%,2021
273,Jul 22,Instructure Holdings Inc.,INST,Technology,20.0,12.0,MS,JPM,CITI,,23.6%,4.9%,2021
274,Jul 22,Couchbase Inc.,BASE,Technology,0.0,,MS,GS,,,0%,0%,2021
275,Jul 22,AbSci Corp.,ABSI,Health-Care,16.0,12.0,JPM,BAML,CS,,20.4%,34.9%,2021
276,Jul 23,Xponential Fitness Inc.,XPOF,Consumer-Services,12.0,10.0,BAML,JEFF,MS,,40.3%,2.1%,2021
277,Jul 23,Sophia Genetics SA.,SOPH,Health-Care,18.0,13.0,JPM,MS,COWN,,19.8%,-6.9%,2021
278,Jul 23,Outbrain Inc.,OB,Technology,20.0,8.0,CITI,JEFF,BRCL,,49.3%,0%,2021
279,Jul 23,Gambling.com Group Limited,GAMB,Consumer-Services,0.0,,JEFF,Stifel,TS,,0%,0%,2021
280,Jul 23,Cytek BioSciences Inc.,CTKB,Health-Care,17.0,16.0,MS,GS,PPRJ,,18.9%,10.4%,2021
281,Jul 23,,,,20.0,34.0,GS,CS,JPM,,29%,18.5%,2021
282,Jul 27,Candel Therapeutics Inc.,CADL,Health-Care,8.0,9.0,JEFF,CS,BMO,,25.3%,-12.5%,2021
283,Jul 28,PowerSchool Holdings Inc.,PWSC,Technology,18.0,39.0,GS,BRCL,CS,,16.7%,-1.3%,2021
284,Jul 28,MeridianLink Inc.,MLNK,Technology,26.0,13.0,BAML,CS,BRCL,,42.7%,-5.4%,2021
